codeCIS;codeSubstance;dosage;referenceDosage
65525280;55340;8 mg;un comprimé
65525298;2754;200 mg;40 ml de solution pour perfusion
65527071;65268;500 UI;1 ml de solution
65527662;71861;4,0 mg;un comprimé
65528337;17061;100 mg;un comprimé
65528337;99303;130,45 mg;un comprimé
65528593;56635;20 mg;1 ml
65529193;37011;25 mg;un comprimé
65529325;10655;0,01 g;un suppositoire
65529777;361;3,5 g;un sachet de 7,2525 g
65531319;2345;15 mg;1 seringue préremplie de 0,38 ml
65532702;382;150 microgrammes;1 ml de solution buvable en gouttes
65533512;23654;75 mg;un flacon ampoule
65533569;1807;0,03 mg;un comprimé
65533569;18867;3 mg;un comprimé
65533900;35532;70 mg;un comprimé
65533900;43912;76,188 mg;un comprimé
65533971;2709;10 g;un sachet de 15 ml
65533971;14672;20 g;un sachet de 15 ml
65534009;40628;2 mg;1 ml
65534169;49947;300 mg;une gélule
65534176;52920;97,875 mg;un comprimé
65534176;54693;75 mg;un comprimé
65534856;18254;100 mg;un comprimé
65535506;85794;4CH à 30CH et 7DH à 60DH;un comprimé
65535506;85794;4CH à 30CH et 7DH à 60DH;un comprimé
65535506;85794;4CH à 30CH et 7DH à 60DH (pommade à 4 %);un comprimé
65535506;85794;4CH à 30CH et 7DH à 60DH;un comprimé
65535506;85794;4CH à 30CH et 7DH à 60DH;un comprimé
65535506;85794;4CH à 30CH et 7DH à 60DH;un comprimé
65535851;93;0,2 g;100 ml de solution
65535851;529;5 g;100 ml de solution
65535851;901;0,4 g;100 ml de solution
65535851;17150;5,5 g;100 ml de solution
65537934;2171;20 mg;un comprimé
65538840;5431;700 mg (5 % m/m);un emplâtre médicamenteux
65538986;2064;25 mg;un comprimé
65538986;15734;160 mg;un comprimé
65539020;87487;360 mg;un comprimé
65539091;17723;5 mg;un comprimé
65539814;328;2,87 mg;un comprimé
65539814;92297;2,5 mg;un comprimé
65539860;4455;350 000 UI;100 g
65539860;5209;0,1 g;100 g
65540866;535;10 mg;une capsule
65540955;71817;2CH à 30CH et 4DH à 60DH;une capsule
65540955;71817;2CH à 30CH et 4DH à 60DH;une capsule
65540955;71817;2CH à 30CH et 4DH à 60DH (pommade à 4 %);une capsule
65540955;71817;2CH à 30CH et 4DH à 60DH;une capsule
65540955;71817;2CH à 30CH et 4DH à 60DH;une capsule
65540955;71817;2CH à 30CH et 4DH à 60DH;une capsule
65541516;41788;500 microgrammes;une dose mesurée
65541516;57781;50 microgrammes;une dose mesurée
65541548;5248;500 mg;un comprimé
65541548;93286;62,5 mg;un comprimé
65542326;13835;500 mg;une gélule
65542746;11532;2,5 mg;un comprimé
65543531;26682;2,5 mg;un comprimé
65543652;77642;2CH à 30CH et 4DH à 60DH;un comprimé
65543652;77642;2CH à 30CH et 4DH à 60DH;un comprimé
65543652;77642;2CH à 30CH et 4DH à 60DH (pommade à 4 %);un comprimé
65543652;77642;2CH à 30CH et 4DH à 60DH;un comprimé
65543652;77642;2CH à 30CH et 4DH à 60DH;un comprimé
65543652;77642;2CH à 30CH et 4DH à 60DH;un comprimé
65543887;52951;5000 mg;un flacon
65545105;28847;400 mg;un comprimé
65545347;93;0,0746 g;1 ml
65545646;39422;150 mg;une gélule
65545895;60091;98,50 mg;une gélule
65545895;74746;75 mg;une gélule
65546488;24381;400 microgrammes;une dose
65546901;71861;3 mg;un comprimé
65547063;2590;50 mg;10 mL de solution reconstituée
65547063;43362;55,97325;10 mL de solution reconstituée
65547106;34647;14 000 UI Anti-Xa;0,7 ml de solution
65547280;18827;0,25 mg;un comprimé
65547280;47554;0,18 mg;un comprimé
65548788;3044;2 g;100 ml de sirop
65548973;29116;360 mg;un comprimé
65550846;80889;40 mg;une gélule
65554570;60077;512,46 mg;un comprimé
65554570;81234;500 mg;un comprimé
65554613;54399;100 unités;1 ml
65554816;19944;50 mg;une seringue préremplie
65554816;27104;78 mg;une seringue préremplie
65554855;24381;1 mg;un récipient unidose de 2 ml
65556144;2345;22,5 mg;0,9 ml de solution injectable
65556190;10627;400 mg;une gélule
65556347;39727;10,00 mg;une gélule
65558259;10803;200 mg;un comprimé
65558483;3778;3,00 mg;une pastille
65558483;5216;0,20 mg;une pastille
65558647;20441;5 mg;un comprimé
65558693;2092;200 mg;un comprimé
65559635;60077;512,46 mg;un comprimé
65559635;81234;500 mg;un comprimé
65559973;65817;40 mg;un comprimé
65560776;10130;3CH à 30CH et 6DH à 60DH;un comprimé
65560776;10130;3CH à 30CH et 6DH à 60DH;un comprimé
65560776;10130;3CH à 30CH et 6DH à 60DH;un comprimé
65562898;87471;200 mg;un comprimé
65563402;65817;20 mg;un comprimé
65564493;26150;0,250 mg;un comprimé
65565218;34909;250 microgrammes;une ampoule
65565218;48856;375 microgrammes;une ampoule
65565474;39422;300 mg;une gélule
65565944;3348;400 mg;un comprimé
65566430;53913;5,000 mg;un comprimé
65566430;60254;5,935 mg;un comprimé
65567767;1786;0,78 mg;un dispositif transdermique de 5 cm²
65569259;899;4,20 g;100 ml de solution pour perfusion
65569273;35876;2,28 mg;un comprimé
65569273;62155;2 mg;un comprimé
65569348;3682;20 mg;un comprimé
65569348;36746;10 mg;un comprimé
65569348;67432;15,29 mg;un comprimé
65569348;83912;9,44 mg;un comprimé
65569394;93657;100 mg;une gélule
65569444;3902;200 mg;une gélule
65569519;500;1,3 mg;un suppositoire
65569519;4805;1 mg;un suppositoire
65570603;82447;110 mg;une gélule
65570603;83321;126,83 mg;une gélule
65570749;3218;2,00 mg;un comprimé
65571438;527;60 mg;un comprimé
65571737;27380;75 microgrammes;un comprimé
65572846;628;5 mg;100 g de solution
65572846;3806;4 mg;100 g de solution
65572846;27368;50 mg;100 g de solution
65573720;2092;400 mg;un comprimé
65573834;430;0,257 g;1000 ml de solution mélangée
65573834;529;13,6 g;1000 ml de solution mélangée
65573834;3018;0,051 g;1000 ml de solution mélangée
65573834;17150;15,0 g;1000 ml de solution mélangée
65573834;899;2,1 g;1000 ml de solution mélangée
65573834;901;5,67 g;1000 ml de solution mélangée
65573834;45730;1,12 g de solution de (S)-lactate de sodium;1000 ml de solution mélangée
65574434;24296;120 mg;un comprimé
65574434;39567;20 mg;un comprimé
65576620;20740;100 mg;un comprimé
65576684;24563;500,00 mg;un comprimé
65576937;2064;12,5 mg;un comprimé
65576937;73594;8 mg;un comprimé
65577665;860;2CH à 30CH et 4DH à 60DH;un comprimé
65577665;860;2CH à 30CH et 4DH à 60DH (pommade à 4 %);un comprimé
65577665;860;2CH à 30CH et 4DH à 60DH;un comprimé
65577665;860;2CH à 30CH et 4DH à 60DH;un comprimé
65577971;79988;15 mg;une pastille
65578226;258;45 mg (4 DH);un comprimé
65578226;1206;45 mg (8 DH);un comprimé
65578226;1588;45 mg (4 DH);un comprimé
65578226;3296;45 mg (10 DH);un comprimé
65578226;7911;45 mg (3 DH);un comprimé
65578258;1903;2CH à 30CH et 4DH à 60DH;un comprimé
65578258;1903;2CH à 30CH et 4DH à 60DH;un comprimé
65578258;1903;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé
65578258;1903;2CH à 30CH et 4DH à 60DH;un comprimé
65578258;1903;2CH à 30CH et 4DH à 60DH;un comprimé
65578258;1903;2CH à 30CH et 4DH à 60DH;un comprimé
65578557;11532;10 mg;une gélule
65578557;39727;5 mg;une gélule
65579520;78975;2,5 mg;un comprimé
65579730;68364;150 mg;un comprimé
65579730;53415;100 mg;un comprimé
65580825;30488;59,12 mg;un comprimé
65580825;61992;40 mg;un comprimé
65581507;26590;5 g;100 ml
65581507;53732;5,574 g;100 ml
65582420;28847;600 mg;un comprimé
65582819;3019;0,15 g;1 ml de solution injectable
65583611;11532;5 mg;un comprimé
65583668;15711;200 mg;une gélule
65584058;23654;300 mg;une ampoule de 5 mL
65584250;38893;13,20 mg;un comprimé
65584250;42140;10 mg;un comprimé
65584300;19809;10 mg;un comprimé
65584300;92464;10,85 mg;un comprimé
65585384;13112;0,50 mg;un comprimé
65585548;71566;4CH à 30CH et 8DH à 60DH;un comprimé
65585548;71566;4CH à 30CH et 8DH à 60DH;un comprimé
65585548;71566;4CH à 30CH et 8DH à 60DH (pommade à 4 %);un comprimé
65585548;71566;4CH à 30CH et 8DH à 60DH;un comprimé
65585548;71566;4CH à 30CH et 8DH à 60DH;un comprimé
65585548;71566;4CH à 30CH et 8DH à 60DH;un comprimé
65585893;29539;2CH à 30CH et 4DH à 60DH;un comprimé
65585893;29539;2CH à 30CH et 4DH à 60DH;un comprimé
65585893;29539;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé
65585893;29539;2CH à 30CH et 4DH à 60DH;un comprimé
65585893;29539;2CH à 30CH et 4DH à 60DH;un comprimé
65585893;29539;2CH à 30CH et 4DH à 60DH;un comprimé
65586116;71153;40 mg;un comprimé
65586162;59781;0,5 mg;un comprimé
65586187;95609;250 mg;un comprimé
65586358;3902;145 mg;un comprimé
65587015;2064;12,5 mg;un comprimé
65587015;71153;80 mg;un comprimé
65587061;41720;1000 UI;un flacon
65587620;37430;2,0 mg;un comprimé
65588277;915;200 mg;une gélule
65589393;3044;5 g;100 mL
65589692;13112;0,5 mg;un comprimé
65590890;33741;15 microgrammes;une dose de 0,3 mL
65590890;34560;15 microgrammes;une dose de 0,3 mL
65591063;7436;5 mg;un comprimé
65591412;7603;20 mg;1 mL d'émulsion
65591476;1802;500 mg;un comprimé
65591743;86571;100 mg;un comprimé
65592763;25336;20 mg;une gélule
65592934;38434;120 mg;un flacon de poudre
65594376;55485;0,5 mg;un comprimé
65595065;39266;4CH à 30CH et 8DH à 60DH;un comprimé
65595065;39266;4CH à 30CH et 8DH à 60DH;un comprimé
65595065;39266;4CH à 30CH et 8DH à 60DH (pommade à 4 %);un comprimé
65595065;39266;4CH à 30CH et 8DH à 60DH;un comprimé
65595065;39266;4CH à 30CH et 8DH à 60DH;un comprimé
65595065;39266;4CH à 30CH et 8DH à 60DH;un comprimé
65597002;762;50 mg;un comprimé
65597237;80114;40 mg;une seringue préremplie
65597714;98159;20 mg;un comprimé
65598392;98159;10 mg;un comprrimé
65599882;19922;12 mg;un flacon de 5 mL
65600733;38434;400 mg;un flacon de poudre
65601415;27222;6,25 mg;un comprimé
65602079;4187;2 g;un comprimé
65602111;76906;3CH à 30CH et 5DH à 60DH;un comprimé
65602111;76906;3CH à 30CH et 5DH à 60DH;un comprimé
65602111;76906;3CH à 30CH et 5DH à 60DH (pommade à 4 %);un comprimé
65602111;76906;3CH à 30CH et 5DH à 60DH;un comprimé
65602111;76906;3CH à 30CH et 5DH à 60DH;un comprimé
65602111;76906;3CH à 30CH et 5DH à 60DH;un comprimé
65602182;27368;0,5 g;100 ml de solution pour bain de bouche
65602182;33959;0,5 ml;100 ml de solution pour bain de bouche
65602428;20740;100 mg;un comprimé
65602549;28847;800 mg;un comprimé
65603284;34;5,28 mg;1 ml
65603284;42227;5,00 mg;1 ml
65603398;86571;200 mg;un comprimé
65603633;64851;0,367 mg;un comprimé
65603633;66494;0,4 mg;un comprimé
65604087;960;3,3 mg;1ml de solution
65604468;71861;2 mg;un comprimé
65605189;94553;5 mg;un comprimé
65605545;2064;12,50 mg;un comprimé
65605545;71153;40 mg;un comprimé
65606743;1958;40 mg;un comprimé
65607350;71861;3 mg;un comprimé
65607934;5390;108,04 mg;un lyophilisat
65607934;90673;100 mg;un lyophilisat
65608559;95609;500 mg;un sachet
65608566;1351;2 g;100 ml de suspension buvable
65609052;54913;250 mg;un comprimé
65609084;54459;6,00 mg;un comprimé
65609611;2202;500 mg;une gélule
65609967;532;1,980 g;un suppositoire
65612340;47493;60 mg;un comprimé
65612995;8173;20 000 UI;0,5 ml
65613168;1591;10 microgrammes;un lyophilisat
65613289;2064;12,500 mg;un comprimé
65613289;15734;80,000 mg;un comprimé
65613353;7560;22,40 mg;5 ml de solution buvable
65613353;48800;20 mg;5 ml de solution buvable
65614989;66359;36 mg;un comprimé
65614989;80893;36 mg;un comprimé
65614989;92818;36 mg;un comprimé
65615023;2463;200 mg;une gélule
65616470;15372;400 mg;un comprimé
65616495;19809;40 mg;un comprimé
65616495;39727;10 mg;un comprimé
65616495;52431;6,79 mg;un comprimé
65616495;69916;10 mg;un comprimé
65616495;92464;43,28 mg;un comprimé
65616495;93748;13,87 mg;un comprimé
65616965;37;1 g;100 g de gel
65616965;22364;1,16 g;100 g de gel
65617572;1830;4,0 mg;une gélule
65618215;37430;4 mg;un comprimé
65618628;977;25 mg;un comprimé
65619363;713;100 mg;un flacon
65619363;26376;113,60 mg;un flacon
65619580;38524;40 mg;un flacon
65619769;1;2 mg;un lyophilisat
65619769;76119;1,858 mg;un lyophilisat
65620419;27023;210 mg;1,5 mL de solution
65620522;71861;1 mg;un comprimé
65621001;3019;1 g;une ampoule de 10 ml
65621357;15734;40 mg;un comprimé
65621649;2202;1 g;un comprimé
65621955;64851;0,367 mg;un comprimé
65621955;66494;0,4 mg;un comprimé
65623130;1533;10,0 g;100 g de crème
65624481;55385;2000 UI;un flacon
65625640;11803;2CH à 30CH et 4DH à 60DH;un flacon
65625640;11803;2CH à 30CH et 4DH à 60DH;un flacon
65625640;11803;2CH à 30CH et 4DH à 60DH  (pommade à 4 %);un flacon
65625640;11803;2CH à 30CH et 4DH à 60DH;un flacon
65625640;11803;2CH à 30CH et 4DH à 60DH;un flacon
65625640;11803;2CH à 30CH et 4DH à 60DH;un flacon
65627869;2064;25,00 mg;un comprimé
65627869;48528;100,00 mg;un comprimé
65627926;37430;2 mg;un comprimé
65628540;73208;10 mg;un comprimé
65629489;16849;100 mg;une gélule
65629845;2667;5 mg;1 ml de solution
65630096;42537;8 mg;un comprimé
65630160;430;0,5440 g;une ampoule de 10 ml
65630160;432;1,0500 g;une ampoule de 10 ml
65630160;2962;0,9300 g;une ampoule de 10 ml
65630160;4168;0,0300 g;une ampoule de 10 ml
65630160;8613;1,2800 g;une ampoule de 10 ml
65631198;2064;25 mg;un comprimé
65631198;96027;5 mg;un comprimé
65631860;8;1,8 g;100 ml de solution
65631860;900;1,2 g;100 ml de solution
65632154;14446;80 microgrammes;une gélule
65632154;33543;150 microgrammes;une gélule
65632624;3969;80 mg;un comprimé
65632670;60707;100 mg;un comprimé
65633046;2640;1600 mg;un comprimé
65633434;52118;137 microgrammes;un comprimé
65633530;1807;0,03 mg;un comprimé
65633530;27380;0,15 mg;un comprimé
65634493;46352;500 microgrammes;1 ml
65634625;762;100 mg;un comprimé
65635346;93;1,118 g;1 litre de solution
65635346;430;0,037 g;1 litre de solution
65635346;537;0,921 g;1 litre de solution
65635346;544;4,65 g;1 litre de solution
65635346;1044;2,942 g;1 litre de solution
65635346;3011;10,93 g;1 litre de solution
65635346;3018;2,642 g;1 litre de solution
65635346;4549;4 g;1 litre de solution
65635346;53647;28,664 g;1 litre de solution
65636245;66431;500 mg;un comprimé
65637614;191;221,65 mg;un comprimé
65637614;63130;200 mg;un comprimé
65637767;67549;18,85 mg;un comprimé
65637767;73953;20 mg;un comprimé
65637856;9231;400 mg;un comprimé
65637913;16496;10 mg;1 mL de solution
65638748;48528;100,00 mg;un comprimé
65638805;40810;12,576 mg;une gélule
65638805;53428;10 mg;une gélule
65639202;73242;10 mg;un comprimé
65639469;66168;4CH à 30CH et 8DH à 60DH;un comprimé
65639469;66168;4CH à 30CH et 8DH à 60DH;un comprimé
65639469;66168;4CH à 30CH et 8DH à 60DH (pommade à 4 %);un comprimé
65639469;66168;4CH à 30CH et 8DH à 60DH;un comprimé
65639469;66168;4CH à 30CH et 8DH à 60DH;un comprimé
65639469;66168;4CH à 30CH et 8DH à 60DH;un comprimé
65639871;26036;100 mg;un sachet
65639871;91389;125 mg;un sachet
65639939;5080;0,050 g;100 ml de solution
65641018;98159;5 mg;un comprimé
65642223;78924;19,155 mg;un comprimé
65642223;89971;15 mg;un comprimé
65642287;915;200 mg;une gélule
65642981;7482;2CH à 30CH et 4DH à 60DH;une gélule
65642981;7482;2CH à 30CH et 4DH à 60DH;une gélule
65642981;7482;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);une gélule
65642981;7482;2CH à 30CH et 4DH à 60DH;une gélule
65642981;7482;2CH à 30CH et 4DH à 60DH;une gélule
65642981;7482;2CH à 30CH et 4DH à 60DH;une gélule
65643325;1317;6 mg;1 ml
65643371;97773;420 mg;un flacon
65644605;93509;37 MBq à la date de calibration;1 ml de solution
65644772;54201;18 mg;1 ml de solution
65646086;47493;30,0 mg;un comprimé
65646848;4442;663 mg;un comprimé
65646848;24321;850 mg;un comprimé
65647512;1539;1000 microgrammes;4 ml
65647786;2064;12,50 mg;un comprimé
65647786;48528;50 mg;un comprimé
65647836;678;5 mg;un comprimé
65647882;51382;1,2 x 1 000 000 à 6 x 100 000 000  lymphocytes;1 à 3 poches
65648219;78568;250 mg;un comprimé
65648500;24381;1 mg;un récipient unidose de 2 ml
65649698;32308;20 mg;un comprimé
65649698;32500;23,705 mg;un comprimé
65650469;10471;100 mg;10 ml de solution injectable
65650743;19809;40 mg;un comprimé
65650743;50091;41,45 mg;un comprimé
65651044;33803;10 mg;un comprimé
65651044;70320;9,12 mg;un comprimé
65651521;76541;750 mg;un comprimé
65652406;84452;125 mg;une gélule
65654186;10171;40 mg;un comprimé
65654186;73242;10 mg;un comprimé
65655224;3409;300 mg;une gélule
65655256;3579;2CH à 30CH et 4DH à 60DH;une gélule
65655256;3579;2CH à 30CH et 4DH à 60DH;une gélule
65655256;3579;2CH à 30CH et 4DH à 60DH (pommade à 4 %);une gélule
65655256;3579;2CH à 30CH et 4DH à 60DH;une gélule
65655256;3579;2CH à 30CH et 4DH à 60DH;une gélule
65655256;3579;2CH à 30CH et 4DH à 60DH;une gélule
65655384;81461;30 mg;un comprimé
65655384;97362;33,064 mg;un comprimé
65657061;30216;100 mg;un comprimé
65657232;48528;50,00 mg;un comprimé
65657296;3576;2CH à 30CH et 4DH à 60DH;un comprimé
65657296;3576;2CH à 30CH et 4DH à 60DH;un comprimé
65657321;86571;200 mg;un comprimé
65658163;4773;10 mg;une gélule
65658213;24360;0,80 g;20 g
65658398;819;1,25 mg;un comprimé
65658398;9586;4 mg;un comprimé
65658398;52431;3,338 mg;un comprimé
65658665;7436;10 mg;un comprimé
65659614;15711;40 mg;1 ml de solution buvable
65659888;54664;3CH à 30CH et 6DH à 60DH (crème à 4 %);1 ml de solution buvable
65659888;54664;3CH à 30CH et 6DH à 60DH;1 ml de solution buvable
65659888;54664;3CH à 30CH et 6DH à 60DH;1 ml de solution buvable
65659888;54664;3CH à 30CH et 6DH à 60DH;1 ml de solution buvable
65660794;71861;3,0 mg;un comprimé
65661049;1588;5DH;un comprimé
65661049;4119;4DH;un comprimé
65661049;6960;5DH;un comprimé
65661049;7176;4DH;un comprimé
65661049;14116;7DH;un comprimé
65661049;26713;8DH;un comprimé
65661049;1588;5DH;un comprimé
65661049;4119;4DH;un comprimé
65661049;6960;5DH;un comprimé
65661049;7176;4DH;un comprimé
65661049;14116;7DH;un comprimé
65661049;26713;8DH;un comprimé
65662076;915;120 mg;un comprimé
65662126;23684;25 mg;1 ml de solution à diluer
65662763;36192;500 mg;un comprimé
65662763;92734;611,7 mg;un comprimé
65662788;24017;4CH à 30CH et 8DH à 60DH;un comprimé
65662788;24017;4CH à 30CH et 8DH à 60DH;un comprimé
65662788;24017;4CH à 30CH et 8DH à 60DH (pommade à 4 %);un comprimé
65662788;24017;4CH à 30CH et 8DH à 60DH;un comprimé
65662788;24017;4CH à 30CH et 8DH à 60DH;un comprimé
65662788;24017;4CH à 30CH et 8DH à 60DH;un comprimé
65662980;1786;4 mg;un dispositif
65663922;73208;20 mg;un comprimé
65664198;42215;1 mg;un comprimé
65664668;7436;2,5 mg;un comprimé
65664910;46883;5 mg;une gélule
65664967;90670;5,45 mg;un comprimé
65664967;96027;5 mg;un comprimé
65665802;37304;500 mg;un comprimé
65666007;428;2500 mg;un comprimé
65666007;1525;880 UI;un comprimé
65666007;72723;1000 mg;un comprimé
65666007;85054;8,8 mg;un comprimé
65667034;37011;200 mg;un comprimé
65667550;2258;80 mg;une gélule
65668830;51891;20 mg;un comprimé
65670272;39727;10 mg;un comprimé
65670272;71153;40 mg;un comprimé
65670297;3044;2 g;100 ml
65670322;1097;200 mg;un comprimé
65671036;7764;2CH à 30CH et 4DH à 60DH;un comprimé
65671036;7764;2CH à 30CH et 4DH à 60DH;un comprimé
65671495;11532;1,25 mg;un comprimé
65671584;65948;5 mg;un comprimé
65672056;10313;2CH à 30CH et 4DH à 60DH;un comprimé
65672056;10313;2CH à 30CH et 4DH à 60DH;un comprimé
65672056;10313;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé
65672056;10313;2CH à 30CH et 4DH à 60DH;un comprimé
65672056;10313;2CH à 30CH et 4DH à 60DH;un comprimé
65672056;10313;2CH à 30CH et 4DH à 60DH;un comprimé
65672298;54043;550 microgrammes;un flacon de poudre
65672615;812;0,05 mg;1 ml de solution
65672729;33207;5 mg;un comprimé
65673877;72481;250 mg;un comprimé
65673980;970;160 mg;un comprimé
65674089;52118;200 microgrammes;un comprimé
65674790;29335;50 mg;une gélule
65675045;3885;200 mg;un comprimé
65675045;11448;50 mg;un comprimé
65675045;87471;200 mg;un comprimé
65675166;29337;245 mg;un comprimé
