codeCIS;codeSubstance;dosage;referenceDosage
65342343;80547;2CH à 30CH et 4DH à 60DH;une seringue préremplie
65342343;80547;2CH à 30CH et 4DH à 60DH;une seringue préremplie
65343420;52310;0,250 g;100 g
65343573;54459;4 mg;un comprimé
65344586;80114;40 mg;0,8 ml
65346644;36065;0,5 mg;une capsule
65346733;67269;650 UI;un flacon
65346765;975;1,5 M.U.I.;un comprimé
65346765;2382;250 mg;un comprimé
65347326;25681;10 mg;1 ml
65347714;67717;100 mg;un comprimé
65347828;842;20 mg;un comprimé
65347835;49207;10 mg;1 ml de solution buvable
65347835;72074;8,32 mg;1 ml de solution buvable
65347924;473;2,00 g;100 ml
65348136;6978;2CH à 30CH et 4DH à 60DH;100 ml
65348136;6978;2CH à 30CH et 4DH à 60DH;100 ml
65348136;6978;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);100 ml
65348136;6978;2CH à 30CH et 4DH à 60DH;100 ml
65348136;6978;2CH à 30CH et 4DH à 60DH;100 ml
65348136;6978;2CH à 30CH et 4DH à 60DH;100 ml
65348481;45082;100 mg;un flacon
65348773;93657;100 mg;une gélule
65350781;39357;62,5 mg;un comprimé
65352330;20890;100 mg;un comprimé
65353140;86571;150 mg;un comprimé
65354096;3009;250 mg;un comprimé
65354096;30216;100 mg;un comprimé
65355223;2064;12,5 mg;un comprimé
65355223;31416;300 mg;un comprimé
65355223;54231;344,43  mg;un comprimé
65355771;582;20 mg;un flacon
65355789;93467;20 mg;une gélule
65356777;44322;10,0 mg;un flacon
65357943;196;1,5 mg;un comprimé
65358002;2092;400 mg;un comprimé
65358002;29909;684 mg;un comprimé
65358970;47372;50 mg;un flacon
65359150;20819;2CH à 30CH et 4DH à 60DH;un flacon
65359150;20819;2CH à 30CH et 4DH à 60DH;un flacon
65359150;20819;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un flacon
65359150;20819;2CH à 30CH et 4DH à 60DH;un flacon
65359150;20819;2CH à 30CH et 4DH à 60DH;un flacon
65359150;20819;2CH à 30CH et 4DH à 60DH;un flacon
65359652;38188;25,0 mg;un comprimé
65360359;43970;200 mg;une gélule
65361009;915;120,00 mg;une gélule
65361468;30470;10 mg;un comprimé
65361703;60929;10 mg;1 ml de solution buvable
65364681;19809;10 mg;un comprimé
65364681;39727;10 mg;un comprimé
65365616;4511;20 mg;un comprimé
65366472;762;50 mg;un comprimé
65366508;532;1,20 g;un suppositoire
65367122;34;5,26 mg;1 ml
65367122;42227;5,00 mg;1 ml
65367581;19476;6 mg;un récipient unidose
65368683;95609;250 mg;un comprimé
65369123;2064;12,5 mg;un comprimé
65369123;15734;160 mg;un comprimé
65369123;39727;5 mg;un comprimé
65369123;93748;6,94 mg;un comprimé
65369582;26569;400 unités;un flacon
65370047;15304;20 mg;un comprimé
65370047;60255;21,780 mg;un comprimé
65370563;2202;500 mg;un comprimé
65371195;36746;10 mg;un comprimé
65371633;374;120 000 UI;un sachet
65371633;1785;125 mg;un sachet
65372144;4129;500 mg;un comprimé
65372571;49595;1 g;un flacon
65372571;77311;1,189 g;un flacon
65372863;18827;0,25 mg;un comprimé
65372863;47554;0,18 mg;un comprimé
65373164;86571;50 mg;un comprimé
65373285;2171;5 mg;un comprimé
65373901;3929;1 g;100 g
65374654;2019;5 mg;une ampoule de 1 ml
65374679;28021;1 g;100 g de poudre
65374992;9629;2CH à 30CH et 4DH à 60DH;100 g de poudre
65374992;9629;2CH à 30CH et 4DH à 60DH;100 g de poudre
65374992;9629;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);100 g de poudre
65374992;9629;2CH à 30CH et 4DH à 60DH;100 g de poudre
65374992;9629;2CH à 30CH et 4DH à 60DH;100 g de poudre
65374992;9629;2CH à 30CH et 4DH à 60DH;100 g de poudre
65375101;1807;0,020 mg;un comprimé
65375101;8237;0,075 mg;un comprimé
65376662;2064;12,5 mg;un comprimé
65376662;31416;150 mg;un comprimé
65376705;626;2,50 mg;un récipient unidose de 2,5 ml
65376705;3559;3,00 mg;un récipient unidose de 2,5 ml
65376801;2754;200 mg;un comprimé
65376908;22804;25,17 mg;un comprimé
65376908;65817;20 mg;un comprimé
65377426;8829;4CH à 30CH et 7DH à 60DH;un comprimé
65377426;8829;4CH à 30CH et 7DH à 60DH;un comprimé
65377426;8829;4CH à 30CH et 7DH à 60DH (pommade à 1%, 4% ou 10%);un comprimé
65377426;8829;4CH à 30CH et 7DH à 60DH;un comprimé
65377426;8829;4CH à 30CH et 7DH à 60DH;un comprimé
65377426;8829;4CH à 30CH et 7DH à 60DH;un comprimé
65378211;3226;50 mg;une gélule
65378446;84525;2 g;un flacon
65378663;86251;0,5 ml;une compresse imprégnée
65379402;382;125 microgrammes;un comprimé
65379402;68783;121,59 microgrammes;un comprimé
65381143;7950;3CH à 30CH et 6DH à 60DH;un comprimé
65381143;7950;3CH à 30CH et 6DH à 60DH;un comprimé
65381143;7950;3CH à 30CH et 6DH à 60DH (pommade à 4 %);un comprimé
65381143;7950;3CH à 30CH et 6DH à 60DH;un comprimé
65381143;7950;3CH à 30CH et 6DH à 60DH;un comprimé
65381143;7950;3CH à 30CH et 6DH à 60DH;un comprimé
65381200;54201;100 mg;un comprimé
65381862;29335;12,5 mg;une gélule
65382081;81904;0,3 mg;1 mL de solution
65382505;18827;0,375 mg;un comprimé
65382505;47554;0,26 mg;un comprimé
65383557;1525;70 microgrammes (2 800 UI);un comprimé
65383557;35532;70 mg;un comprimé
65384417;4409;2CH à 30CH et 4DH à 60DH;un comprimé
65384417;4409;2CH à 30CH et 4DH à 60DH;un comprimé
65384417;4409;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé
65384417;4409;2CH à 30CH et 4DH à 60DH;un comprimé
65384417;4409;2CH à 30CH et 4DH à 60DH;un comprimé
65384417;4409;2CH à 30CH et 4DH à 60DH;un comprimé
65386717;86251;2,5 ml;une compresse imprégnée
65386749;37011;100 mg;un comprimé
65387616;264;5 mg;un comprimé
65387769;86571;50 mg;un comprimé
65387858;60159;120 microgrammes;0,2 ml de solution
65388426;10471;2500 mg;un flacon
65390338;16849;600,00 mg;un comprimé
65391080;2825;50 mg;un comprimé
65391283;25715;800 mg;un comprimé
65393373;39318;50 UI;un flacon
65393793;29640;15 microgrammes d'hémagglutinine;une dose de 0,5 ml
65393793;33794;15 microgrammes d'hémagglutinine;une dose de 0,5 ml
65393793;89643;15 microgrammes d'hémagglutinine;une dose de 0,5 ml
65393957;5621;150 mg;un comprimé
65394112;17407;20 mg;une gélule
65394265;8212;2CH à 30CH et 4DH à 60DH;une gélule
65394265;8212;2CH à 30CH et 4DH à 60DH;une gélule
65394265;8212;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);une gélule
65394265;8212;2CH à 30CH et 4DH à 60DH;une gélule
65394265;8212;2CH à 30CH et 4DH à 60DH;une gélule
65394265;8212;2CH à 30CH et 4DH à 60DH;une gélule
65394660;20030;6 mg;1 ml de solution à diluer pour perfusion
65394952;16951;10 mg;un comprimé
65394952;42537;8 mg;un comprimé
65395602;563;20 g;une poche de 1000 mL
65395602;1178;20,7 g;une poche de 1000 mL
65395602;4148;25 g;une poche de 1000 mL
65395602;79537;25 g;une poche de 1000 mL
65395919;4150;1 mg;une ampoule
65396526;40054;10 mg;1 ml de solution à diluer pour perfusion
65396743;7941;2CH à 30CH et 4DH à 60DH (crème à 4 %);1 ml de solution à diluer pour perfusion
65396743;7941;2CH à 30CH et 4DH à 60DH;1 ml de solution à diluer pour perfusion
65396743;7941;2CH à 30CH et 4DH à 60DH;1 ml de solution à diluer pour perfusion
65396743;7941;2CH à 30CH et 4DH à 60DH;1 ml de solution à diluer pour perfusion
65398438;2169;20 mg;un comprimé
65399052;80102;5 mg;un comprimé
65399052;86162;5,2 mg;un comprimé
65399173;25848;2CH à 30CH et 4DH à 60DH;un comprimé
65399173;25848;2CH à 30CH et 4DH à 60DH;un comprimé
65399173;25848;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé
65399173;25848;2CH à 30CH et 4DH à 60DH;un comprimé
65399173;25848;2CH à 30CH et 4DH à 60DH;un comprimé
65399173;25848;2CH à 30CH et 4DH à 60DH;un comprimé
65399255;79600;300,715 mg;un comprimé
65399255;82384;250 mg;un comprimé
65400896;987;100,00 mg;un comprimé
65401076;988;0,002 mg;1 ml
65401119;39727;10 mg;un comprimé
65401119;52431;6,79 mg;un comprimé
65401119;69916;10 mg;un comprimé
65401119;93748;13,87 mg;un comprimé
65401375;549;12 g;100 ml de solution
65401375;5131;21,00 g;100,00 ml de solution injectable
65402235;4611;2CH à 30CH et 4DH à 60DH;100,00 ml de solution injectable
65402235;4611;2CH à 30CH et 4DH à 60DH;100,00 ml de solution injectable
65402235;4611;2CH à 30CH et 4DH à 60DH (pommade à 4 %);100,00 ml de solution injectable
65402235;4611;2CH à 30CH et 4DH à 60DH;100,00 ml de solution injectable
65402235;4611;2CH à 30CH et 4DH à 60DH;100,00 ml de solution injectable
65402235;4611;2CH à 30CH et 4DH à 60DH;100,00 ml de solution injectable
65403127;52476;30 mg;un comprimé
65403440;3088;10 g;100 ml de collyre
65406290;3396;20 microgrammes;1 mL de solution
65407232;7603;10 mg;1 ml
65407652;200;6,80 mg;1 mL de collyre en solution
65407652;15009;5 mg;1 mL de collyre en solution
65407652;33474;50 microgrammes;1 mL de collyre en solution
65407702;38315;200 unités CEIP;1 ml
65407780;594;8,75 mg;une pastille
65407798;80114;20 mg;0,4 mL de solution
65408195;18012;2 GBq à la date et à l'heure de calibration;1 ml
65408779;39357;125 mg;un comprimé
65408779;74217;129,082 mg;un comprimé
65409532;17477;16,8 mg;un dispositif transdermique
65410050;532;15 g;100 g
65410050;676;8 g;100 g
65410050;19236;2 g;100 g
65410260;52118;50 microgrammes;un comprimé
65410278;2751;100 mg;un flacon
65410328;38524;20 mg;un comprimé
65410328;67373;22,55 mg;un comprimé
65411280;8215;12,500 mg;un comprimé
65412304;10313;2CH à 30CH et 4DH à 60DH;un comprimé
65412304;10313;2CH à 30CH et 4DH à 60DH;un comprimé
65412304;10313;2CH à 30CH et 4DH à 60DH (pommade à 4 %);un comprimé
65412304;10313;2CH à 30CH et 4DH à 60DH;un comprimé
65412304;10313;2CH à 30CH et 4DH à 60DH;un comprimé
65412304;10313;2CH à 30CH et 4DH à 60DH;un comprimé
65412934;37304;500 mg;un comprimé
65413922;26590;5 g;100 ml
65413922;53732;5,574 g;100 ml
65414928;79140;2CH et 30CH et 4DH et 60DH;100 ml
65414928;79140;2CH et 30CH et 4DH et 60DH;100 ml
65414928;79140;2CH et 30CH et 4DH et 60DH (pommade à 4%);100 ml
65414928;79140;2CH et 30CH et 4DH et 60DH;100 ml
65414928;79140;2CH et 30CH et 4DH et 60DH;100 ml
65414928;79140;2CH et 30CH et 4DH et 60DH;100 ml
65415275;2345;25 mg;1 ml de solution injectable
65416644;16849;600 mg;un comprimé
65418129;2202;500,00 mg;une gélule
65418143;6;1,44 g;1000 ml d'émulsion après mélange
65418143;31;4,66 g;1000 ml d'émulsion après mélange
65418143;430;0,470 g;1000 ml d'émulsion après mélange
65418143;529;120,0 g;1000 ml d'émulsion après mélange
65418143;544;1,20 g;1000 ml d'émulsion après mélange
65418143;550;2,26 g;1000 ml d'émulsion après mélange
65418143;555;3,01 g;1000 ml d'émulsion après mélange
65418143;563;2,18 g;1000 ml d'émulsion après mélange
65418143;610;3,37 g;1000 ml d'émulsion après mélange
65418143;629;2,88 g;1000 ml d'émulsion après mélange
65418143;631;0,222 g;1000 ml d'émulsion après mélange
65418143;658;1,74 g;1000 ml d'émulsion après mélange
65418143;674;0,54 g;1000 ml d'émulsion après mélange
65418143;675;2,50 g;1000 ml d'émulsion après mélange
65418143;901;0,402 g;1000 ml d'émulsion après mélange
65418143;1021;1,58 g;1000 ml d'émulsion après mélange
65418143;1044;3,37 g;1000 ml d'émulsion après mélange
65418143;1178;2,59 g;1000 ml d'émulsion après mélange
65418143;2666;1,88 g;1000 ml d'émulsion après mélange
65418143;3455;2,747 g;1000 ml d'émulsion après mélange
65418143;3482;3,26 g;1000 ml d'émulsion après mélange
65418143;4549;0,781 g;1000 ml d'émulsion après mélange
65418143;4951;20,0 g;1000 ml d'émulsion après mélange
65418143;7326;20,0 g;1000 ml d'émulsion après mélange
65418143;14134;1,872 g;1000 ml d'émulsion après mélange
65418143;17150;132,0 g;1000 ml d'émulsion après mélange
65418143;38615;1,62 g;1000 ml d'émulsion après mélange
65418143;79537;2,73 g;1000 ml d'émulsion après mélange
65418143;80185;0,686 g;1000 ml d'émulsion après mélange
65418143;96774;5,26 mg;1000 ml d'émulsion après mélange
65419708;94553;2,50 mg;un comprimé
65419882;72101;60 mg;une gélule
65419882;80476;67,356 mg;une gélule
65420468;529;15 g;100 ml de solution pour perfusion
65420621;41788;125 microgrammes;une dose émise
65420621;57781;25 microgrammes;une dose émise
65421189;1099;100,0 mg;un récipient unidose
65421374;1786;2 mg;un comprimé
65421470;31246;5 mg;une gélule
65421851;72602;351,6 g;un flacon
65422953;79562;2 mg;un comprimé
65423329;17407;20 mg;une gélule
65424299;2169;20 mg;un comprimé
65424299;3981;31,44 mg;un comprimé
65424737;41629;250 UI;un flacon
65424751;37583;668,4 mg;un flacon
65424751;56345;600 mg;un flacon
65424833;982;2,096 g;un flacon
65424833;85516;2 g;un flacon
65427092;69370;4CH à 30CH et 8DH à 60DH;un flacon
65427092;69370;4CH à 30CH et 8DH à 60DH;un flacon
65427092;69370;4CH à 30CH et 8DH à 60DH (pommade à 4 %);un flacon
65427092;69370;4CH à 30CH et 8DH à 60DH;un flacon
65427092;69370;4CH à 30CH et 8DH à 60DH;un flacon
65427092;69370;4CH à 30CH et 8DH à 60DH;un flacon
65427676;62114;279,32 mg;1 mL de solution
65427683;46194;4CH à 30CH et 8DH à 60DH;1 mL de solution
65427683;46194;4CH à 30CH et 8DH à 60DH;1 mL de solution
65427683;46194;4CH à 30CH et 8DH à 60DH (pommade à 4 %);1 mL de solution
65427683;46194;4CH à 30CH et 8DH à 60DH;1 mL de solution
65427683;46194;4CH à 30CH et 8DH à 60DH;1 mL de solution
65427683;46194;4CH à 30CH et 8DH à 60DH;1 mL de solution
65428529;93;0,314 g;1000 ml de solution
65428529;899;2,12 g;1000 ml de solution
65428529;901;7,01 g;1000 ml de solution
65428529;29107;0,187 g;1000 ml de solution
65428529;3018;3,05 g;1000 ml de solution
65429054;30925;539,635 mg;un flacon de poudre
65429054;35232;500 mg;un flacon de poudre
65429353;11279;50,00 mg;une gélule
65429403;1539;500 microgrammes;1 ml de solution injectable
65430708;73594;16 mg;un comprimé
65431016;3151;0,60 mg;une pastille
65431016;3152;1,20 mg;une pastille
65431062;15768;100 mg (6 DH);un comprimé
65431361;62155;2 mg;un comprimé
65432189;44322;20,0 mg;un flacon
65432869;38050;100 mg;1 ml de solution à diluer
65433693;1976;5 mg;un comprimé
65434247;1545;4CH à 30CH et 8DH à 60DH;un comprimé
65434247;1545;4CH à 30CH et 8DH à 60DH;un comprimé
65434247;1545;4CH à 30CH et 8DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé
65434247;1545;4CH à 30CH et 8DH à 60DH;un comprimé
65434247;1545;4CH à 30CH et 8DH à 60DH;un comprimé
65434247;1545;4CH à 30CH et 8DH à 60DH;un comprimé
65435445;3929;1,00 g;100 g de crème
65436166;712;500 000 UIK;un flacon de 50 mL
65436472;5242;120,00 mg;un comprimé
65436593;94707;0,300 g;un ovule
65436636;3885;75 mg;un comprimé
65436636;4090;18,75 mg;un comprimé
65436636;87471;200 mg;un comprimé
65436675;48800;20 mg;un comprimé
65440047;8605;3CH à 30CH et 6DH à 60DH;un comprimé
65440047;8605;3CH à 30CH et 6DH à 60DH;un comprimé
65440047;8605;3CH à 30CH et 6DH à 60DH (pommade à 4 %);un comprimé
65440047;8605;3CH à 30CH et 6DH à 60DH;un comprimé
65440047;8605;3CH à 30CH et 6DH à 60DH;un comprimé
65440047;8605;3CH à 30CH et 6DH à 60DH;un comprimé
65440620;30925;1193 mg;un flacon de poudre
65440620;35232;1000 mg;un flacon de poudre
65440969;32308;10 mg;un comprimé
65441220;24563;500 mg;un comprimé
65441590;24381;320 microgrammes;une dose délivrée
65441590;30613;9 microgrammes;une dose délivrée
65441971;901;0,90 g;100 ml de solution injectable
65443214;30981;13,2 mg;une gomme à mâcher
65443214;94037;2 mg;une gomme à mâcher
65444451;1023;1000,00 mg;un comprimé
65444540;355;100 mg;un comprimé
65445795;7436;2,5 mg;un comprimé
65445838;35644;4CH à 30CH et 8DH à 60DH;un comprimé
65445838;35644;4CH à 30CH et 8DH à 60DH;un comprimé
65445838;35644;4CH à 30CH et 8DH à 60DH (pommade à 4 %);un comprimé
65445838;35644;4CH à 30CH et 8DH à 60DH;un comprimé
65445838;35644;4CH à 30CH et 8DH à 60DH;un comprimé
65445838;35644;4CH à 30CH et 8DH à 60DH;un comprimé
65448204;17723;5 mg;un comprimé
65449480;1958;20 mg;2 ml
65450408;27368;0,5 g;100 ml de solution pour bain de bouche
65450408;33959;0,5 ml;100 ml de solution pour bain de bouche
65450664;19809;80 mg;un comprimé
65450664;92464;86,64 mg;un comprimé
65451225;6431;1 mg;1 ml de sirop
65451809;80102;5 mg;un comprimé
65453190;39422;25 mg;une gélule
65453411;85750;1 mg;un flacon
65453475;56996;150 mg;un comprimé
65453475;60459;200 mg;un comprimé
65453475;91140;11,2 mg;un comprimé
65453475;94549;150 mg;un comprimé
65453475;98937;10 mg;un comprimé
65454335;39422;50 mg;une gélule
65456578;34560;30 microgrammes;une dose de 0,3 mL (1 flacon contient 6 doses)
65456667;3885;125 mg;un comprimé
65456667;11448;31,25 mg;un comprimé
65456667;87471;200 mg;un comprimé
65456770;764;2CH à 30CH et 4DH à 60DH;un comprimé
65456770;764;2CH à 30CH et 4DH à 60DH;un comprimé
65456770;764;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé
65456770;764;2CH à 30CH et 4DH à 60DH;un comprimé
65456770;764;2CH à 30CH et 4DH à 60DH;un comprimé
65456770;764;2CH à 30CH et 4DH à 60DH;un comprimé
65458013;1672;25mg;100ml
65458611;86;0,73 mg;un comprimé
65458611;26562;0,500 mg;un comprimé
65459503;6197;22,5 mg;un flacon
65460224;37;1 g;100 g de gel
65460224;22364;1,16 g;100 g de gel
65460256;19164;3CH à 30CH et 6DH à 60DH;100 g de gel
65460256;19164;3CH à 30CH et 6DH à 60DH;100 g de gel
65460256;19164;3CH à 30CH et 6DH à 60DH (pommade à 4 %);100 g de gel
65460256;19164;3CH à 30CH et 6DH à 60DH;100 g de gel
65460256;19164;3CH à 30CH et 6DH à 60DH;100 g de gel
65460256;19164;3CH à 30CH et 6DH à 60DH;100 g de gel
65461618;31;0,951 g;1000 ml
65461618;430;0,184 g;1000 ml
65461618;544;0,714 g;1000 ml
65461618;550;0,850 g;1000 ml
65461618;555;1,020 g;1000 ml
65461618;610;0,570 g;1000 ml
65461618;629;0,510 g;1000 ml
65461618;658;0,646 g;1000 ml
65461618;674;0,270 g;1000 ml
65461618;675;1,393 g;1000 ml
65461618;901;5,38 g;1000 ml
65461618;1021;0,510 g;1000 ml
65461618;1178;1,071 g;1000 ml
65461618;2666;0,850 g;1000 ml
65461618;3018;0,051 g;1000 ml
65461618;3482;0,595 g;1000 ml
65461618;3605;0,300 g;1000 ml
65461618;79537;0,955 g;1000 ml
65462218;64818;1 mg;un comprimé
65462218;79968;1,44 mg;un comprimé
65462232;19809;40 mg;un comprimé
65462232;50091;43,38 mg;un comprimé
65462467;1023;50 mg;un comprimé
65462467;2452;10 mg;un comprimé
65462467;3984;10 mg;un comprimé
65462467;5230;15 mg;un comprimé
65462467;67402;20 mg;un comprimé
65462588;26322;75 mg;une gélule
65463708;1257;8 mg;un comprimé
65464525;4587;4 CH;un comprimé
65464525;5319;4 CH;un comprimé
65464525;6427;4 CH;un comprimé
65464525;10622;4 CH;un comprimé
65464525;23082;5 CH;un comprimé
65464991;1807;35 microgrammes;un comprimé
65464991;4400;250 microgrammes;un comprimé
65465495;1983;530,10 mg;un flacon
65465495;9129;530,70 mg;un flacon
65465495;49385;500 mg;un flacon
65465495;59700;500 mg;un flacon
65465716;69478;0,5 mg;une gélule
65466309;66431;200 mg;une poche de 100 ml
65466316;199;100 mg;un comprimé
65467749;7436;3,75 mg;un comprimé
65470567;23046;50,00 mg;un comprimé
65471103;96027;5 mg;un comprimé
65471110;5432;10 mg;1 mL de solution
65471256;15734;80 mg;un comprimé
65471263;38643;20 mg;1 ml de solution à diluer
65471270;3682;20 mg;un comprimé
65471822;68776;1,06 mg;un comprimé
65471822;76589;1 mg;un comprimé
65472002;93060;2CH à 30CH et 4DH à 60DH (crème à 4 %);un comprimé
65472002;93060;2CH à 30CH et 4DH à 60DH;un comprimé
65472002;93060;2CH à 30CH et 4DH à 60DH;un comprimé
65472002;93060;2CH à 30CH et 4DH à 60DH;un comprimé
65472835;189;30 g;100 g de mélange de plantes pour tisane
65472835;7485;30 g;100 g de mélange de plantes pour tisane
65472835;8582;30 g;100 g de mélange de plantes pour tisane
65473595;89971;5 mg;un comprimé
65474188;1810;2,00 g;100 g de crème rectale
65474188;5126;0,40 g;100 g de crème rectale
65474188;5506;0,93 g;100 g de crème rectale
65474188;71195;0,46 g;100 g de crème rectale
65475176;10171;10 mg;un comprimé
65475361;6379;453,70036 g;une boîte de 454 g
65475443;73208;20 mg;un comprimé
65476513;690;0,100 g;100 ml
65476513;5209;0,020 g;100 ml
65476666;1351;200,00 mg;un comprimé
65476933;2024;500 000 UI;100 ml de solution injectable
65477024;2092;400 mg;un comprimé
65478037;26682;2,5 mg;un comprimé
65478140;22692;2 g;100 g de crème
65479580;38524;20 mg;un comprimé
65481300;87371;4CH à 30CH et 8DH à 60DH;un comprimé
65481300;87371;4CH à 30CH et 8DH à 60DH;un comprimé
65481300;87371;4CH à 30CH et 8DH à 60DH (pommade à 4 %);un comprimé
65481300;87371;4CH à 30CH et 8DH à 60DH;un comprimé
65481300;87371;4CH à 30CH et 8DH à 60DH;un comprimé
65481300;87371;4CH à 30CH et 8DH à 60DH;un comprimé
65482434;988;2 microgrammes;une ampoule
65482612;819;2,50 mg;un comprimé
65482612;9586;8 mg;un comprimé
65482612;52431;6,676 mg;un comprimé
65483098;89971;10 mg;un comprimé
65483582;1014;200 mg;un sachet-dose de 3 g
65483917;19551;2CH à 30CH et 4DH à 60DH;un sachet-dose de 3 g
65483917;19551;2CH à 30CH et 4DH à 60DH;un sachet-dose de 3 g
65483917;19551;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un sachet-dose de 3 g
65483917;19551;2CH à 30CH et 4DH à 60DH;un sachet-dose de 3 g
65483917;19551;2CH à 30CH et 4DH à 60DH;un sachet-dose de 3 g
65483917;19551;2CH à 30CH et 4DH à 60DH;un sachet-dose de 3 g
65484054;20915;20 mg;1 ml de solution
65484054;73952;17,33 mg;1 ml de solution
65485074;74798;25 mg;un comprimé
65485245;527;30 mg;un comprimé
65485665;80978;0,500 mg;un récipient unidose de 2 mL
65486532;23247;7,5 mg;un comprimé
65486532;45847;8,085 mg;un comprimé
65487381;60910;500 microgrammes;un flacon
65487723;5139;80 mg;un comprimé
65487723;67402;60 mg;un comprimé
65487851;4951;80 g;1000 ml d'émulsion
65487851;7326;100 g;1000 ml d'émulsion
65487851;20789;20 g;1000 ml d'émulsion
65488266;34978;200 mg;un flacon
65488729;3236;200 mg;un flacon
65489051;54459;96 mg;une seringue préremplie
65490025;585;10 mg;1 ml de solution injectable
65490121;42406;50 mg;une gélule
65490819;4963;0,100 g;100 ml de solution
65490897;44322;50 microgrammes;1 ml de solution
65491006;98525;2,5 mg;1 mL de solution injectable
65491383;64357;1,850 Gbq à la date de calibration;1 ml
65492097;5718;50 mg;1 ml de solution
65492389;200;6,8 mg;1 ml de solution
65492389;15009;5 mg;1 ml de solution
65492389;38467;1,3 mg;1 ml de solution
65492389;60394;2 mg;1 ml de solution
65493441;767;250 mg;une gélule
65496590;37;1 g;100 g de gel
65496590;22364;1,16 g;100 g de gel
65497614;23008;2CH à 30CH et 4DH à 60DH;100 g de gel
65497614;23008;2CH à 30CH et 4DH à 60DH;100 g de gel
65497614;23008;2CH à 30CH et 4DH à 60DH (pommade à 4 %);100 g de gel
65497614;23008;2CH à 30CH et 4DH à 60DH;100 g de gel
65497614;23008;2CH à 30CH et 4DH à 60DH;100 g de gel
65497614;23008;2CH à 30CH et 4DH à 60DH;100 g de gel
65501436;18426;10,35 mg;1 ml
65501436;80180;10 mg;1 ml
65501475;4442;390 mg;un comprimé
65501475;24321;500 mg;un comprimé
65502004;89971;20 mg;un comprimé
65502207;1931;50 mg;1 ml de solution injectable
65502762;91877;150 mg;une comprimé
65503120;37011;25,0 mg;un comprimé
65503782;89971;20 mg;un comprimé
65504674;294;0,40 g;un comprimé
65505630;1593;161,81 mg;une gélule
65505630;70512;150 mg;une gélule
65505954;32833;24 mg;une gélule
65506020;37430;1 mg;un comprimé
65506814;15009;5 mg;1 mL de suspension
65506814;59860;10 mg;1 mL de suspension
65508466;37430;4 mg;un comprimé
65509148;87533;20 mg;un comprimé
65510378;2247;4,0 g;100 ml
65510809;8351;60 mg;une seringue préremplie
65511373;49207;10 mg;un comprimé
65511373;72074;8,31 mg;un comprimé
65511544;23247;7,5 mg;un comprimé
65511544;45847;8,085 mg;un comprimé
65512240;430;0,3675 g;1000 ml de solution acide
65512240;529;45,46 g;1000 ml de solution alcaline
65512240;901;11,57 g;1000 ml de solution acide
65512240;3018;0,2033 g;1000 ml de solution acide
65512240;17150;50 g;1000 ml de solution acide
65512240;899;5,88 g;1000 ml de solution alcaline
65512429;905;54 mg;un comprimé
65512429;4180;0,5 mg;un comprimé
65512429;19022;132 mg;un comprimé
65512525;64391;25 mg;une gélule
65512799;2709;10 g;un sachet-dose
65512856;45485;15 mg;un comprimé
65513666;31416;75 mg;un comprimé
65514145;2438;100 microgrammes;1 mL de solution
65514241;20900;5,961 mg;un comprimé
65514241;23247;5 mg;un comprimé
65515005;73377;20,00  mg;une ampoule de 5 ml
65515119;13112;0,50 mg;un comprimé
65515432;1976;5 mg;un comprimé
65515642;19236;78,23 g;100 g de gel
65519142;66079;75 mg;un comprimé
65519167;5;75 mg;un comprimé
65519167;54693;75 mg;un comprimé
65519765;72101;60 mg;une gélule
65521079;46352;200 microgrammes;1 ml
65521531;38193;400 mg;un comprimé
65521531;45328;436,32 mg;un comprimé
65521773;9122;300 mg;un comprimé
65521773;17878;150 mg;un comprimé
65521830;191;221,70 mg;un comprimé
65521830;63130;200,00 mg;un comprimé
65522900;32737;2CH à 30CH et 4DH à 60DH;un comprimé
65522900;32737;2CH à 30CH et 4DH à 60DH;un comprimé
65522900;32737;2CH à 30CH et 4DH à 60DH (pommade à 4 %);un comprimé
65522900;32737;2CH à 30CH et 4DH à 60DH;un comprimé
65522900;32737;2CH à 30CH et 4DH à 60DH;un comprimé
65522900;32737;2CH à 30CH et 4DH à 60DH;un comprimé
65523468;95609;500 mg;un comprimé
65523475;4857;5 mg;un récipient unidose de 2 ml
65525152;602;30 mg;un comprimé
65525202;9248;2CH à 30CH et 4DH à 60DH;un comprimé
65525202;9248;2CH à 30CH et 4DH à 60DH;un comprimé
65525202;9248;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé
65525202;9248;2CH à 30CH et 4DH à 60DH;un comprimé
65525202;9248;2CH à 30CH et 4DH à 60DH;un comprimé
65525202;9248;2CH à 30CH et 4DH à 60DH;un comprimé
