codeCIS;codeCIP7
65006702;3016961
65006702;3016962
65006702;3016963
65006905;3003072
65007035;5500848
65007804;3001062
65007804;3001063
65008219;3419053
65008233;3260612
65009278;3910688
65010088;3397630
65010266;3011100
65012267;2248112
65012445;3746674
65013013;5506914
65013910;4153781
65014058;3017602
65014229;5508258
65014745;3002625
65015968;3001252
65016707;3417700
65016842;2198259
65016842;2198265
65017150;2181508
65017150;2181514
65017848;3580587
65017887;3005620
65018658;3002204
65018658;3872858
65018843;3273649
65019468;3023060
65020253;3131694
65021031;3645298
65021818;3715722
65021832;2748139
65021832;2748145
65021832;2748151
65022418;3015760
65023242;5746939
65024515;3749388
65024515;4950043
65024515;4950632
65024764;5632325
65025364;5506410
65025364;5506411
65027575;2763713
65028022;3665036
65028549;5502885
65028570;3000457
65029882;3933270
65029882;3933301
65030856;3018313
65030856;3018315
65030856;3022464
65031278;2183789
65031278;2183832
65031328;3887759
65031417;2772882
65033286;3013750
65033304;3017287
65035230;3421044
65035230;3668603
65035846;3011498
65035846;3011499
65035967;4985582
65036318;2660611
65036318;3015948
65036357;3332754
65036909;3438725
65037007;3000119
65037644;3817612
65038536;3000968
65038760;3020460
65038760;3020461
65038949;3020657
65039289;2203463
65039289;2203492
65039517;3834846
65040811;3850213
65042132;3403589
65042709;3854346
65042709;3854530
65043177;2773870
65043451;2760979
65043451;2760985
65043469;3022275
65043939;5503399
65043939;5503400
65043939;5756369
65043939;5756375
65043939;5756381
65044350;5857426
65045274;3003755
65047243;3661274
65050983;3013336
65051900;3099157
65052482;4900059
65052799;3763980
65052799;3764005
65053285;5503751
65053285;5610401
65054729;3015889
65054729;3349594
65055507;3158575
65055820;3023485
65057814;3696166
65057814;3909573
65057814;5671408
65057910;3841651
65057910;3966045
65058186;3903814
65058282;3001151
65058282;3001153
65061047;3024344
65061047;3055875
65061182;5501641
65061182;5501644
65061780;2162072
65061780;2162126
65063233;3202253
65063322;2761039
65063557;3438458
65064520;3013657
65065017;3468554
65065736;3006654
65065818;2757517
65065818;2757569
65066667;3497610
65066667;3498064
65066770;3897999
65066770;3898007
65067139;3464421
65068102;3398730
65069229;3284601
65069229;3284618
65070135;5661025
65070135;5661031
65070135;5661048
65070135;5661054
65070509;3015510
65070886;3676637
65071397;3017271
65074386;5548731
65074475;3881308
65074589;3009683
65074781;4900179
65074781;4900180
65077051;5649165
65078139;2680536
65078623;3014692
65079554;3009577
65079554;3009578
65079682;5661901
65079764;2685290
65079846;3765660
65080478;3018158
65080478;3603087
65080738;3678553
65080738;3715432
65081377;3002343
65082080;3020940
65082408;5501539
65082408;5505550
65082753;4198826
65082753;4198832
65082956;3741903
65083079;3001972
65084430;2764049
65084430;2764055
65084900;3546432
65085169;3891962
65085169;3892022
65085347;4900263
65085849;4911543
65085991;3833479
65086189;3022403
65086748;5623591
65086755;3008154
65086919;2755240
65086919;2755257
65086919;2755263
65088852;3022091
65088998;5649260
65089573;3018838
65089833;3412559
65090312;3500298
65090312;3500306
65090846;3008889
65094353;4937809
65094353;4937844
65094360;3655144
65095099;3021117
65095099;3061752
65095868;3000768
65095900;4900574
65096621;2678700
65096870;3011774
65096870;3013092
65099368;4924327
65100183;5636211
65100781;3017894
65101513;3672473
65102309;3621435
65102444;4900084
65102533;3003326
65103126;3797996
65103304;3016186
65103838;3499879
65104648;5643547
65104751;5506749
65104897;3336657
65106581;2667553
65106581;2667576
65106581;2667582
65106581;2667599
65106581;3018772
65106581;3018773
65106581;3268157
65106581;3334983
65106581;3460073
65106581;3531850
65106581;3531867
65106581;3531896
65106581;5553212
65106581;5614741
65106581;5623935
65106581;5623941
65106581;5623964
65107085;3663333
65107085;3663379
65107085;3663474
65107402;3885418
65109823;3563465
65109848;3932193
65109848;3932201
65109848;3932218
65109937;5586111
65110708;3010081
65111532;5851613
65115915;3001214
65115915;3862920
65116508;2758793
65117097;4175268
65117396;3014263
65117631;3005986
65117670;3016405
65118181;3869738
65118181;3869767
65118886;3000787
65119632;3577289
65119632;3739711
65119657;3946456
65119657;3946491
65120677;3570614
65120677;3870687
65120702;3817888
65120702;3817894
65120823;4928644
65122144;3003790
65122219;3006656
65122863;3202158
65122977;3024500
65123812;3260687
65124280;3550652
65124483;3465366
65124558;3009333
65124914;3445412
65125261;3007292
65125261;3007293
65125261;3214954
65125261;3594135
65125998;3274241
65126598;3762271
65127376;3018457
65129174;3845985
65129377;3978901
65130778;3073100
65130778;3073117
65131079;3928352
65131474;3020473
65131474;3020474
65131823;3005049
65131823;4995362
65131823;4995385
65132156;3851098
65132455;3021716
65132455;3021718
65132633;3677447
65132804;3706321
65132804;3711888
65133315;5628677
65133532;3010345
65133660;3017670
65133660;3017671
65135519;2681257
65136489;3926100
65136489;3926146
65137071;3576019
65137071;3730271
65137915;3437080
65140320;5503196
65140886;3014651
65140886;3014653
65140886;3014654
65140886;3015674
65143010;3006566
65143010;3006568
65144557;2214366
65145933;3548626
65145933;3739071
65146412;3179293
65147126;3129757
65147126;3129763
65147432;5501324
65148032;3005439
65148032;3005445
65148121;2779513
65148121;3020738
65148623;4900339
65149401;3772826
65149821;2663555
65149821;2663590
65150204;3395140
65151509;2749570
65151893;2761097
65152536;3020969
65152536;3020971
65152899;3643098
65154252;3715811
65154252;3715828
65154747;2162557
65155219;3802705
65155767;5743970
65155767;5752466
65156075;3393632
65156805;3021405
65157330;3791580
65157330;3791597
65158464;3023004
65158464;3023005
65158667;3013189
65158699;3834616
65158724;3603584
65160248;3038500
65161713;3107313
65161752;4900116
65163486;3648730
65164104;5506768
65164182;3615682
65164218;3264521
65165035;3617072
65165035;3617089
65166404;3003623
65166500;3008356
65167545;3618284
65167997;3872433
65168309;3614470
65168323;4194840
65168323;4194900
65169293;3596542
65170801;3823104
65171910;3688391
65171910;3688416
65172663;3020126
65173904;3939232
65176633;3992108
65176633;3992143
65177678;3013281
65179070;4175156
65179070;4175162
65179106;4197608
65179106;4197620
65179437;3651324
65179437;5658193
65179483;3016282
65181349;3001069
65181566;3356677
65182102;3286103
65182668;3253523
65183147;3643922
65183581;3688296
65183859;3019233
65183859;3019236
65185956;3005780
65185956;3005782
65186111;2772586
65187117;2696187
65187117;2696193
65187117;2696201
65187117;2696218
65187416;3022702
65187416;3022705
65188023;3011066
65188023;3011067
65190921;3502452
65190921;3502469
65191044;5002989
65193337;3226526
65193337;3748236
65193458;2747660
65194581;3732784
65195719;4900422
65195879;2789687
65195879;2789730
65195943;3506705
65195943;3506711
65196244;4155768
65196244;4155774
65196479;3005996
65196707;4900081
65196707;4901556
65196753;3307199
65198099;3640734
65198099;4950011
65198099;4950020
65198334;3011758
65198590;3369651
65198779;2747134
65198779;2747186
65198829;3015657
65199404;3008832
65200162;3014892
65200162;3014896
65200340;3001725
65201385;5772351
65201684;3069825
65202423;5703060
65203831;4946286
65203952;3533263
65203952;3533286
65203952;3597369
65204851;3006069
65204851;3006070
65205177;3749916
65205177;3749922
65205871;3040224
65207541;5507380
65208682;2180963
65209987;3375315
65209987;3719602
65210377;5856390
65210929;3022759
65212047;3020781
65213010;3681644
65213035;3021772
65213665;3008075
65213665;3008078
65214799;3530980
65214977;3774848
65214977;3774883
65215068;3381445
65216234;3954510
65216387;2203210
65216768;3019994
65217119;3389056
65217119;3389062
65218235;3019002
65218477;3015658
65220275;3558441
65220275;3597441
65220275;5637506
65220720;3959157
65220909;4900205
65220909;4900206
65221637;3005013
65221637;3005018
65221726;3003062
65222746;5559864
65223346;3398173
65224035;3773725
65224035;3773731
65224722;4155389
65225870;4917534
65226456;2672258
65226456;2672264
65226456;2672270
65226456;2672287
65226456;5836163
65227063;3005322
65227063;3005326
65227405;3084925
65228012;3023864
65228400;3414268
65228610;3011560
65229114;2779424
65229114;3020942
65230796;3750612
65231460;2675274
65231460;2675280
65231841;3018882
65231841;3650589
65231841;3804696
65232039;3477458
65232651;3018577
65233550;3004049
65233689;3371487
65233689;3371493
65233835;3579437
65235359;3612471
65235359;3956957
65235590;3019601
65236258;2699524
65237214;4900484
65237214;4900486
65238711;3065247
65239674;3007020
65239699;3962840
65241522;3008827
65242617;3539432
65242617;5605831
65242784;3562448
65243256;4932203
65243256;4932278
65243459;2172538
65243466;3757324
65243466;3768397
65243466;3795402
65244963;3013207
65245613;2175057
65245613;2175063
65247087;3533487
65247087;3533501
65247265;3485506
65247735;3634627
65247870;5502279
65248246;2762671
65249056;2766166
65249362;3219408
65249362;3646292
65249953;3533091
65250375;3578389
65250560;3612614
65250560;3612620
65253528;3882911
65253528;3882934
65254676;2194505
65254758;3728357
65254758;3728392
65254854;4925367
65254854;4925373
65254879;3743960
65254879;3743983
65254879;3744014
65256093;3964282
65256093;3964307
65256289;3267092
65256474;2243965
65256499;3352975
65259207;2191197
65259207;2191228
65261005;5508139
65261005;5508141
65261329;3019515
65261375;3489881
65261489;3675750
65261628;3009750
65261628;3009752
65262018;4195041
65262477;3322129
65262477;3713999
65262477;5608166
65262744;4981934
65262744;4981963
65263440;3019450
65263440;3019451
65264446;3019492
65264446;3019493
65264446;3019494
65264446;3995503
65264446;3995549
65264446;3995578
65264446;3995621
65265313;3666627
65265384;3017357
65265384;3017358
65265651;3013643
65265651;3013646
65265758;3278799
65265765;3351510
65267855;3008839
65268042;2226990
65269781;3020845
65270506;5756777
65271985;3007903
65272215;3666679
65272941;4900268
65274084;3765507
65274629;3008836
65274629;3938362
65275154;3021730
65275325;4941320
65275357;5506387
65276110;3003992
65278054;3605436
65278054;3607547
65281285;3466667
65282234;3002377
65282234;3002378
65282234;3023847
65282234;3023848
65282348;3276576
65282490;4962871
65283158;5506109
65283311;3748489
65283820;3821039
65284210;3030378
65284281;3386342
65285180;2669115
65287548;3013297
65288721;5601968
65290583;3018170
65290658;2758764
65291272;2790992
65291824;2732581
65294076;3011724
65294293;3468146
65294293;3468152
65294293;3468169
65294763;2791365
65296084;3656592
65296084;5641034
65301147;3001866
65301389;3018219
65301827;5781752
65303582;5507458
65303582;5507460
65303899;3007395
65303899;3007396
65303899;3007398
65304620;3023944
65304816;3021477
65305327;3012233
65305327;3017304
65306016;2225832
65306692;3019581
65306692;3076512
65306863;3550497
65306863;3550505
65306863;3724253
65306863;3724276
65309165;3870374
65309165;3870397
65310178;3282594
65310242;3734895
65311860;4929201
65312019;3022963
65312567;3030906
65313021;3864965
65314109;4900080
65314109;4901013
65314130;3016895
65314422;3016252
65314657;5865992
65315136;3020764
65315798;3002334
65315798;3012148
65316156;3305131
65316206;3255746
65317023;5585382
65317895;3456315
65317895;5766698
65319049;5505181
65319049;5505183
65319049;5505184
65319857;5593660
65319985;5800478
65320140;3098471
65320254;3944084
65320254;3946812
65320578;3685470
65322262;3331909
65323026;3247770
65323898;3906942
65324007;3786107
65324797;3461285
65324797;5611659
65325739;3011650
65325739;3017880
65326798;3850153
65328888;3765370
65329132;5508498
65329253;3430066
65329591;3578018
65329965;4900175
65330992;2668989
65332662;3008748
65332662;3008749
65332662;3008750
65332737;3022286
65333230;3007650
65333974;3559920
65333974;3559937
65334930;3011077
65335345;3817865
65335345;3817871
65335733;3968222
65335733;3968239
65335982;3376668
65336041;3000292
65336568;5770151
65337271;3454629
65338028;3262338
65338359;5787163
65339379;3753326
65339379;3753332
65340100;3008181
65340488;3310847
65340755;3903808
65343420;3417522
65343573;3819769
65344586;4185172
65346644;4900259
65346733;5505743
65346765;3711026
65347326;2219814
65347714;2183157
65347714;2183163
65347714;2183186
65347714;2790503
65347828;3274011
65347828;3723874
65347835;3000471
65347924;3405329
65348481;5606003
65348773;3001693
65350781;5500942
65352330;3805939
65353140;3822978
65354096;2750047
65355223;2246076
65355223;2246099
65355771;5504036
65355789;3413323
65356777;3018052
65357943;3730756
65358002;3017928
65358970;3008773
65359652;3015667
65360359;3376361
65360359;3422552
65361009;3475784
65361468;3014185
65361703;3656445
65364681;3692984
65364681;3757554
65365616;2757003
65366472;3714272
65366472;3714295
65366508;3129668
65367122;5626052
65367581;3570666
65368683;2661036
65369123;3973275
65369582;5781887
65370047;3602521
65370047;3739220
65370563;3549910
65371195;3185098
65371195;3191472
65371633;3242560
65372144;4182564
65372571;3015417
65372863;2199715
65372863;2222673
65373164;3681934
65373285;3651838
65373901;3517614
65374654;3047189
65374679;3349418
65375101;3773665
65375101;3773671
65376662;4965711
65376662;4965740
65376705;3532074
65376801;3769356
65376908;3009489
65378211;2757090
65378446;3337361
65378663;3386589
65379402;3006601
65379402;3012144
65381200;3019246
65381200;3019248
65381862;3017500
65382081;2787599
65382505;3001204
65383557;3016916
65383557;3016918
65386717;3186525
65386717;5608195
65386749;3762779
65387616;3006693
65387769;3822702
65387858;4941337
65388426;4970445
65390338;3797074
65391080;3042513
65391283;3341121
65393373;3514001
65393793;3338550
65393957;3290381
65393957;3376131
65394112;4971769
65394112;4971775
65394112;4971781
65394660;5788085
65394660;5788091
65394660;5788116
65394660;5867749
65394660;5867755
65394952;3616204
65394952;3616411
65394952;3619734
65395602;5506874
65395919;3643193
65396526;5735901
65396526;5735930
65398438;3619645
65399052;4902544
65399255;3004190
65400896;3420168
65401076;3260842
65401119;3858396
65401119;3858433
65401375;3171601
65403127;3017106
65403440;3217214
65406290;5508520
65407232;5609993
65407232;5610016
65407232;5610045
65407652;2231643
65407652;2231666
65407702;3546455
65407702;3677424
65407780;3543600
65407798;3014228
65408195;5732280
65408195;5784265
65408779;5502311
65409532;3423876
65410050;2678249
65410260;3001375
65410260;3001378
65410278;5789044
65410328;2795794
65410328;3932164
65411280;2672235
65411280;2672241
65411280;5583360
65411280;5798273
65412934;3024130
65413922;3000721
65415275;3001634
65416644;2748234
65418129;3852531
65418143;3828768
65418143;3828780
65418143;3828797
65419708;3015262
65419882;3002064
65419882;3007290
65420468;3606944
65420468;3606950
65420621;3019154
65421189;3438760
65421374;3547934
65421470;2678551
65421851;5756263
65422953;3544700
65423329;2741775
65423329;2741781
65423329;2741798
65424299;3910932
65424737;5711562
65424751;2681843
65424833;5501374
65427676;3012344
65427676;3012345
65428529;5501531
65429054;3574428
65429353;3952646
65429403;3548879
65430708;3720427
65430708;3720456
65431016;4900183
65431062;3019125
65431361;3008253
65432189;3018051
65432869;2189929
65432869;2189935
65432869;2189941
65432869;2189958
65433693;3776557
65433693;3776563
65433693;3782687
65435445;3984190
65436166;5572221
65436472;3356039
65436593;3019114
65436593;3019115
65436636;3000362
65436675;3645364
65440620;3556896
65440969;3015504
65440969;3015505
65441220;3849150
65441220;3849173
65441590;3009324
65441590;3022119
65441971;5550969
65441971;5620730
65443214;2792488
65444451;3544611
65444451;3544634
65444540;3473118
65445795;2768797
65448204;4187917
65449480;5504014
65450408;3941080
65450664;3021112
65450664;3021113
65451225;3356045
65451225;3356051
65451809;4999182
65453190;3021325
65453190;3021326
65453411;5795317
65453475;3003773
65454335;3004140
65456578;3024341
65456667;2801017
65458013;3031389
65458611;3137538
65458611;3137544
65459503;3989017
65460224;3008023
65461618;3663994
65461618;3664166
65462218;3006783
65462232;4901823
65462467;3159089
65462588;3875644
65463708;3674331
65464525;2676463
65464991;3016967
65465495;5778603
65465716;3014844
65466309;5722353
65466316;3705600
65467749;3022550
65470567;3272911
65471103;3974091
65471103;3974145
65471110;3012786
65471110;3012791
65471256;4928880
65471256;4928897
65471256;4928911
65471263;5504669
65471263;5793726
65471263;5793732
65471263;5793749
65471270;3602001
65471822;3010058
65472835;3188205
65473595;2774042
65473595;2774059
65474188;3131493
65475176;3905492
65475361;4900119
65475443;3861820
65475443;3861843
65476513;3239894
65476666;3443637
65476933;3048450
65476933;5501316
65477024;4900492
65478037;3829408
65478140;3020370
65479580;2179753
65479580;2179776
65482434;5572988
65482612;3004113
65482612;3004467
65483098;3014582
65483582;3646323
65484054;5504234
65484054;5504235
65484054;5504236
65484054;5504237
65484054;5507252
65485074;3577071
65485245;2736886
65485245;2736892
65485245;2751696
65485245;3017929
65485245;3017930
65485245;3017931
65485665;3017977
65486532;3014081
65487381;5623579
65487723;3636661
65487851;3669229
65488266;5508337
65488729;5614971
65489051;3019272
65490025;3690755
65490121;3698194
65490819;3501300
65490897;3953545
65491006;3024369
65491383;5649159
65492097;5620581
65492097;5620598
65492097;5620606
65492097;5621149
65492097;5711237
65492389;3014097
65493441;2787926
65496590;3882472
65501436;3521024
65501475;2215213
65501475;4980030
65502004;2698743
65502004;3010570
65502207;5751797
65502207;5751805
65502207;5751811
65502207;5751828
65502207;5798451
65502762;2738980
65503120;3928211
65503782;3599411
65503782;5709542
65504674;3200975
65505630;3016684
65505954;4187202
65506020;4929046
65506814;3019930
65508466;3820732
65509148;3763359
65510378;3272584
65510809;3009756
65510809;3009760
65511373;2764865
65511544;3008482
65511544;3015370
65512240;3008326
65512429;3014309
65512525;3810254
65512799;3674609
65512856;3902341
65513666;2771150
65513666;2771196
65514145;5507083
65514241;3007918
65515005;3021804
65515119;3582959
65515432;3732146
65515432;3740708
65515642;3057035
65519142;3005366
65519167;3019569
65519765;3002076
65521079;3959252
65521531;3011380
65521531;3011382
65521773;3466271
65521830;3738031
65521830;3852347
65523468;3015116
65523468;4162691
65523475;4198772
65525152;3004374
65525152;3342385
65525280;2165567
65525298;5737722
65527071;5787571
65527662;3801829
65527662;3801858
65528337;3331424
65528593;3749709
65529193;3787176
65529325;3231792
65529777;3364599
65531319;3012084
65532702;3811265
65533512;3164860
65533569;4900347
65533900;3837052
65533900;3837075
65533971;3398405
65534009;5724659
65534009;5724671
65534009;5724688
65534009;5724694
65534009;5724702
65534169;3303445
65534169;3303451
65534176;2664388
65534176;3006506
65534856;3015165
65535851;3551769
65535851;3551775
65537934;3464102
65538840;3828544
65538840;3828567
65538986;3848989
65538986;3850029
65539020;3006176
65539091;3834817
65539814;3341575
65539860;3023148
65540866;3658697
65541516;3022277
65541548;3608794
65541548;3608802
65542326;3001519
65542746;3727027
65542746;3768339
65543531;3827674
65543887;5505702
65545105;3017157
65545347;3681360
65545347;5665454
65545646;3006034
65545895;3020536
65546488;3374787
65546901;3706278
65546901;3711871
65547063;5507018
65547106;3397268
65547106;3397280
65547280;4963681
65547280;4963729
65548788;3341658
65548973;2771569
65548973;2771581
65550846;3874550
65550846;3874610
65554613;3651809
65554816;4176664
65554855;3626326
65556144;3007507
65556190;3537278
65556347;3791605
65556347;3791611
65558259;3262172
65558259;3717709
65558483;3358825
65558647;3260664
65558693;3321590
65559635;4900568
65559973;3015424
65559973;3015425
65562898;2227676
65562898;2227682
65563402;3012987
65564493;3249183
65565218;5572468
65565474;3002825
65565944;3684826
65566430;3574552
65567767;3585834
65569259;5753632
65569259;5753649
65569273;3930550
65569273;3930567
65569348;3012414
65569348;3012420
65569394;4921599
65569444;3326357
65569444;3717856
65569519;3028884
65570603;3852608
65570603;3852614
65570603;3852620
65570749;3422730
65571438;2691422
65571438;2691468
65571438;2691528
65571438;2691563
65571438;3004676
65571737;2166147
65571737;2166153
65572846;3001999
65572846;3015944
65572846;3163903
65572846;3458538
65573720;3622570
65573834;3630196
65573834;3630227
65574434;2760330
65576620;3023803
65576684;3808955
65576684;3808961
65576937;2172395
65576937;2172432
65577971;3756106
65578226;3014615
65578557;3017608
65579520;3753987
65579520;3753993
65579730;3024551
65580825;2756587
65581507;3007201
65582420;3017162
65582819;3717307
65583611;3700726
65583611;3700761
65583611;3730087
65583668;2670957
65584058;3016307
65584250;3000245
65584300;3014526
65584300;3014529
65585384;3485759
65586116;2665040
65586116;2665057
65586162;3771844
65586187;3560136
65586187;4950006
65586187;4951229
65586187;5500533
65586358;3926904
65586358;3926933
65587015;2733327
65587015;2733439
65587061;5500399
65587620;3834651
65588277;2692947
65588277;2692999
65589393;3009117
65589692;3006216
65589692;3642905
65590890;3026200
65591063;2768900
65591412;5506665
65591412;5507547
65591476;3116217
65591743;3523603
65592763;3611566
65592934;5808758
65594376;3996856
65594376;3996879
65597002;3003871
65597002;3009290
65597002;3564424
65597002;3780843
65597237;3022637
65597237;3022638
65597237;3022639
65597237;3022641
65597714;3008098
65598392;3009210
65599882;5503315
65600733;5808764
65601415;3767587
65602079;3016591
65602079;3222876
65602182;3468086
65602182;3468092
65602182;3468117
65602428;2788765
65602428;3793308
65602549;3008497
65603284;5651311
65603398;3941789
65603633;4177215
65603633;4177439
65604087;3530862
65604468;3706232
65604468;3706309
65605189;3015335
65605545;2745046
65605545;2745098
65606743;3528138
65606743;5531937
65607350;3748101
65607350;3749276
65607934;3835946
65608559;2799757
65608566;3295639
65609052;4170176
65609052;4170182
65609052;4170199
65609084;3820123
65609611;3018484
65609611;3267904
65609611;5553063
65609967;3387028
65609967;3387034
65609967;3387040
65612340;3014398
65612995;4981839
65613168;3396346
65613289;4915216
65613289;4915280
65613353;3581718
65614989;3021413
65615023;3540518
65616470;3626697
65616495;3003609
65616965;3806910
65617572;3339874
65617572;3339880
65618215;2749653
65618628;3485050
65618628;3962797
65619363;5596500
65619580;4948718
65619580;4948724
65619769;4900451
65620419;3011728
65620522;3705273
65620522;3706195
65621001;3619220
65621357;4931126
65621357;4931149
65621649;3638163
65621955;3696249
65623130;3290642
65624481;5717843
65627869;3964968
65627869;3965011
65627926;3004444
65627926;3816015
65628540;2184576
65629489;4992174
65629845;2210859
65630096;3768687
65630096;3768693
65630160;3329829
65631198;3015594
65631198;3015595
65631860;3601875
65631860;3610992
65632154;3020773
65632154;3020774
65632624;3697088
65632624;3697094
65632670;4900411
65633046;3019987
65633434;3018075
65633434;3020081
65633530;4960688
65633530;4960694
65634493;3659343
65634625;3780820
65634625;3791516
65635346;5504951
65636245;3298135
65636245;3642963
65637614;3003872
65637614;3006739
65637614;3530744
65637614;3781334
65637767;2666341
65637767;2666387
65637767;3016490
65637856;3487480
65637856;3512077
65637913;5507655
65638748;3830162
65638748;3830268
65638805;3002466
65639202;3013956
65639202;3013958
65639871;3016744
65639939;3081996
65641018;3009857
65641018;3010007
65642223;2688288
65642287;2684416
65642287;2689106
65643325;5721537
65643371;5506770
65644605;5599728
65644772;5500096
65646086;3879808
65646848;2797020
65646848;2797178
65646848;2797209
65646848;3006099
65647512;3113638
65647786;3952178
65647786;3955923
65647836;4900314
65647882;5505781
65648219;3015666
65648500;3865829
65649698;2169476
65649698;3618367
65649698;3618373
65649698;3618396
65650469;5709571
65650743;2174218
65650743;2174276
65650743;3001984
65651044;3985769
65651521;3692837
65652406;5506194
65654186;3010846
65654186;3010851
65655224;3404471
65655384;3005737
65657061;3320981
65657232;3022087
65657232;3835550
65657232;3835604
65657321;3482809
65657321;5611458
65658163;4975980
65658163;4976005
65658213;3146810
65658398;3023296
65658398;3023297
65658665;2769012
65658665;2769064
65659614;3658668
65660794;3801769
65660794;3801798
65661049;3018610
65661049;3018612
65662076;3634426
65662076;5653155
65662126;3022325
65662126;3022326
65662126;3022327
65662763;3841792
65662763;3841817
65662763;3841852
65662980;3409043
65663922;3686334
65663922;3736598
65664198;3010833
65664198;3010834
65664668;4175179
65664668;4175185
65664910;3333357
65664910;3333392
65664910;3739390
65664967;3019927
65664967;3019928
65665802;3024166
65666007;2202802
65667034;3414736
65667550;3723414
65667550;3723437
65668830;3867047
65670272;3021018
65670272;3022272
65670297;3771181
65670322;3658295
65671495;3716348
65671495;3716408
65671495;3739964
65671584;2791052
65671584;2791098
65672298;3328310
65672615;5786755
65672729;3005464
65672729;3005467
65672729;3018921
65673877;3807105
65673980;3487008
65674089;3018078
65674089;3020065
65674790;3017563
65675045;2801170
65675166;3009628
65675287;3421593
65676300;3014702
65676955;5618408
65676955;5618437
65676955;5618472
65676955;5653528
65676987;3057118
65677893;3463166
65677893;3463172
65678689;3610124
65678792;3009022
65679296;5727712
65680455;3486440
65680455;3486457
65681436;3901821
65681660;3784404
65681660;3784410
65681906;3665740
65681906;3909946
65681906;5661605
65683309;3657893
65683309;3657901
65685993;3008830
65686159;3722722
65686159;3722745
65687211;3284653
65687211;3296627
65687478;3709124
65687841;5505523
65687841;5586625
65688427;3020182
65689002;3006648
65689002;3006649
65690588;3001581
65690734;3023395
65691302;3019484
65691327;3150272
65691658;3020477
65692233;4976100
65692233;4976117
65692233;4976146
65692742;3023991
65693901;3852554
65693901;3852560
65693901;3852577
65693965;3411577
65694106;2755062
65694191;3603897
65694191;3605347
65694469;3855038
65696662;3603383
65699007;4900236
65699007;4900237
65699110;3022733
65699110;3022734
65700160;3674549
65700541;5501661
65700616;3014621
65701038;3063320
65701216;3008878
65701216;3292227
65701390;4192060
65701390;4192083
65706277;3021410
65707219;3555431
65707226;3437281
65707226;3437298
65707226;3437306
65708335;3446682
65708666;3644695
65708755;3011152
65708762;5506060
65708883;3008517
65708972;2662892
65711858;3912664
65711858;4950009
65712593;3458366
65714530;3433372
65715632;3478096
65715632;4950106
65715632;4950170
65715632;4950431
65715931;3887788
65716353;3014425
65716467;3415931
65716563;3003020
65716809;3023262
65717544;3000628
65718888;4946636
65722018;3022457
65722018;3022460
65722331;5854623
65722331;5854652
65722331;5854675
65722573;4900293
65722573;4900294
65723604;2174885
65723604;2174922
65724318;3025259
65724460;3002135
65724460;3002137
65724841;3019013
65725046;4182340
65725046;4182386
65725263;5871768
65726080;3779774
65726148;4150736
65726187;3003052
65726536;3017336
65726536;3657261
65727136;3700531
65727136;3700577
65727136;3730058
65727442;3009812
65727442;3009814
65727499;3002581
65727499;3002582
65728238;3011093
65728537;3748271
65728537;3748294
65728601;3011716
65728601;3797766
65728601;3797772
65729112;3018894
65731654;3005919
65734134;2193463
65735898;3799239
65737881;3008711
65737881;3008712
65738008;3805081
65738047;3845838
65739590;3541699
65739590;4950603
65739590;4950885
65739590;4951206
65739633;3607872
65739633;3609397
65739672;3675371
65740030;3845689
65740030;3845703
65740589;3820086
65740799;3517732
65741417;3008316
65742330;3021107
65742330;3021109
65742661;2175123
65742661;2175146
65743852;4921211
65745006;3746450
65745006;3746467
65750195;3627892
65750786;3017086
65751183;2695058
65751183;2695118
65751500;2751673
65755751;3023666
65755751;3023829
65756091;3392756
65756287;3964247
65756287;3964253
65756287;5621652
65756287;5633879
65756287;5644239
65756287;5644392
65756419;2240694
65756419;2240702
65758562;4900037
65760638;3492860
65761302;3002852
65761302;3002853
65763036;3711569
65763132;3883810
65763132;3883827
65763132;3883833
65763132;4950678
65763132;5736289
65764558;3022722
65764558;3022724
65765012;2688615
65765546;5857952
65766192;3015107
65766872;3018196
65768058;2742645
65768745;2762205
65769893;3986444
65769893;3986473
65770931;3450910
65770931;3450933
65771200;3016293
65771200;3059979
65771499;3340802
65771677;3834697
65772003;3808398
65772900;3327664
65772900;3327687
65772900;3327693
65772900;3327701
65772900;5603418
65772900;5603424
65773219;3020585
65773258;3372713
65773429;3558375
65773429;3558381
65773429;3758080
65773429;3758097
65774812;3473377
65775864;2758066
65775864;2758095
65775864;2758132
65776902;2171881
65776902;2171912
65777274;3679274
65777420;3007533
65777648;4997042
65777648;4997088
65779001;3641202
65779001;3641219
65780473;4910609
65780473;4910638
65781027;3919755
65781027;3919790
65781618;3007933
65781696;3417812
65781696;3417829
65781988;4900202
65781988;4900204
65782652;3516709
65786896;3010827
65786896;3810248
65786907;3656327
65786907;3656333
65786914;3009727
65787005;3020734
65788274;4900043
65788737;3910820
65789433;3006071
65789433;3006072
65789433;3006073
65789903;3000399
65792290;3333222
65793983;5641169
65795735;3017353
65795991;5634028
65795991;5658023
65796011;3368396
65797622;2679556
65799705;3013834
65799705;3013838
65802140;3009637
65803331;2697146
65804084;3021128
65804796;3020421
65805841;3023393
65806466;5738584
65808531;2206680
65810475;3189015
65810824;3660990
65812106;5644452
65812177;3165428
65812177;3376409
65812177;4985234
65812914;3439297
65813464;3404301
65815038;2733557
65815038;2733600
65816567;4166602
65819403;3991149
65819403;5795725
65819809;4946702
65820028;3763224
65820455;3004562
65820455;3004564
65820786;3011179
65820786;3011181
65820786;3011183
65821614;3008718
