codeCIS;denomination;libelleFormePharmaceutique
61910478;LIERRE GRIMPANT PHYTOCLARIX SANS SUCRE, solution buvable édulcorée au maltitol liquide;solution buvable
62604089;LIERRE GRIMPANT VIATRIS CONSEIL SANS SUCRE, solution buvable édulcorée au maltitol liquide;solution buvable
62229657;LIGAMENT VERTEBRAL BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
64224356;LIGAMENTS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
65899602;LIKOZAM 1 mg/ml, suspension buvable;suspension buvable
65191336;LILIUM TIGRINUM BOIRON, degré de dilution compris entre 2CH à 30CH et 4DH à 60DH; comprimé et solution(s) et granules et poudre et pommade
68457482;LINDILANE 400 mg/25 mg, comprimé;comprimé
62621124;LINEZOLIDE ACCORD 600 mg, comprimé pelliculé;comprimé pelliculé
68316916;LINEZOLIDE ARROW 2 mg/mL, solution pour perfusion;solution pour perfusion
61722572;LINEZOLIDE ARROW 600 mg, comprimé pelliculé;comprimé pelliculé
66835563;LINEZOLIDE EG 600 mg, comprimé pelliculé;comprimé pelliculé
60335124;LINEZOLIDE FRESENIUS KABI 600 mg, comprimé pelliculé;comprimé pelliculé
69498279;LINEZOLIDE KABI 2 mg/ml, solution pour perfusion;solution pour perfusion
62163716;LINEZOLIDE KABI 600 mg, comprimé pelliculé;comprimé pelliculé
67057492;LINEZOLIDE MYLAN PHARMA 600 mg, comprimé pelliculé;comprimé pelliculé
63513482;LINEZOLIDE OHRE PHARMA 600 mg, comprimé pelliculé;comprimé pelliculé
67910613;LINEZOLIDE PANPHARMA 2 mg/mL, solution pour perfusion;solution pour perfusion
63606506;LINEZOLIDE SANDOZ 600 mg, comprimé pelliculé;comprimé pelliculé
69375846;LIORESAL 0,05 mg/1 ml, solution injectable par voie intrathécale en ampoule;solution injectable
60304050;LIORESAL 10 mg, comprimé sécable;comprimé sécable
62311182;LIORESAL 10 mg/20 ml, solution injectable pour perfusion par voie intrathécale en ampoule;solution injectable
65317023;LIORESAL 10 mg/5 ml, solution injectable pour perfusion par voie intrathécale en ampoule;solution injectable
66475325;LIPANOR 100 mg, gélule;gélule
69612398;LIPANTHYL 145 mg, comprimé pelliculé;comprimé pelliculé
64563132;LIPANTHYL 160 mg, comprimé pelliculé;comprimé pelliculé
65569444;LIPANTHYL 200 micronisé, gélule;gélule
62016239;LIPANTHYL 67 Micronisé, gélule;gélule
61580888;LIPERCOSYL 10 mg/10 mg, gélule;gélule
66399379;LIPERCOSYL 10 mg/5 mg, gélule;gélule
69806588;LIPERCOSYL 20 mg/10 mg, gélule;gélule
65050983;LIPERCOSYL 20 mg/5 mg, gélule;gélule
65177678;LIPERCOSYL 40 mg/10 mg, gélule;gélule
67180783;LIPERCOSYL 40 mg/5 mg, gélule;gélule
65487851;LIPIDEM 200 mg/ml, émulsion pour perfusion;émulsion pour perfusion
65000980;LIPIODOL ULTRA-FLUIDE 480 mg/ml, solution injectable;solution injectable
64859213;LIPOFEINE 5 %, gel;gel
60481517;LIPOROSA 10 mg/10 mg, gélule;gélule
60913418;LIPOROSA 10 mg/10 mg, gélule;gélule
63662533;LIPOROSA 10 mg/10 mg, gélule;gélule
65237214;LIPOROSA 10 mg/10 mg, gélule;gélule
62635259;LIPOROSA 20 mg/10 mg, gélule;gélule
63439174;LIPOROSA 20 mg/10 mg, gélule;gélule
69491256;LIPOROSA 20 mg/10 mg, gélule;gélule
69734039;LIPOROSA 20 mg/10 mg, gélule;gélule
67143895;LIPOSIC 2 mg/g, gel ophtalmique;gel
64358832;LIPPIZA 1 mg, comprimé pelliculé;comprimé pelliculé
69233925;LIPPIZA 2 mg, comprimé pelliculé;comprimé pelliculé
63270518;LIPPIZA 4 mg, comprimé pelliculé;comprimé pelliculé
67931689;LIPTRUZET 10 mg/10 mg, comprimé pelliculé;comprimé pelliculé
68178657;LIPTRUZET 10 mg/10 mg, comprimé pelliculé;comprimé pelliculé
61201249;LIPTRUZET 10 mg/20 mg, comprimé pelliculé;comprimé pelliculé
69289176;LIPTRUZET 10 mg/20 mg, comprimé pelliculé;comprimé pelliculé
63893173;LIPTRUZET 10 mg/40 mg, comprimé pelliculé;comprimé pelliculé
68921356;LIPTRUZET 10 mg/40 mg, comprimé pelliculé;comprimé pelliculé
69177024;LIPTRUZET 10 mg/80 mg, comprimé pelliculé;comprimé pelliculé
68696386;LIPUR 450 mg, comprimé pelliculé;comprimé pelliculé
68748491;LISINOPRIL ARROW 20 mg, comprimé sécable;comprimé sécable
62045486;LISINOPRIL BIOGARAN 20 mg, comprimé sécable;comprimé sécable
62968406;LISINOPRIL BIOGARAN 5 mg, comprimé sécable;comprimé sécable
65370047;LISINOPRIL EG 20 mg, comprimé sécable;comprimé sécable
68529686;LISINOPRIL EG 5 mg, comprimé sécable;comprimé sécable
69559554;LISINOPRIL MYLAN 20 mg, comprimé sécable;comprimé sécable
61299147;LISINOPRIL MYLAN 5 mg, comprimé sécable;comprimé sécable
61789051;LISINOPRIL SANDOZ 20 mg, comprimé sécable;comprimé sécable
61139452;LISINOPRIL SANDOZ 5 mg, comprimé sécable;comprimé sécable
64505061;LISINOPRIL TEVA 20 mg, comprimé sécable;comprimé sécable
60697664;LISINOPRIL TEVA 5 mg, comprimé sécable;comprimé sécable
62606357;LISINOPRIL ZENTIVA 20 mg, comprimé sécable;comprimé sécable
60823593;LISINOPRIL/HYDROCHLOROTHIAZIDE ARROW LAB 20 mg/12,5 mg, comprimé sécable;comprimé sécable
67943809;LISINOPRIL/HYDROCHLOROTHIAZIDE BIOGARAN 20 mg/12,5 mg, comprimé sécable;comprimé sécable
60916019;LISINOPRIL/HYDROCHLOROTHIAZIDE EG 20 mg/12,5 mg, comprimé sécable;comprimé sécable
66322824;LISINOPRIL/HYDROCHLOROTHIAZIDE SANDOZ 20 mg/12,5 mg, comprimé sécable;comprimé sécable
62159778;LISINOPRIL/HYDROCHLOROTHIAZIDE TEVA 20 mg/12,5 mg, comprimé sécable;comprimé sécable
68823314;LISINOPRIL/HYDROCHLOROTHIAZIDE VIATRIS 20mg/12,5mg, comprimé sécable;comprimé sécable
67874804;LISINOPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 20 mg/12,5 mg, comprimé sécable;comprimé sécable
60427957;LITAK 2 mg/ml, solution injectable;solution injectable
64598133;LITHIODERM 8 %, gel;gel
68701043;LITHIUM CARBONICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
67253384;LITHIUM CARBONICUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
63672890;LITHIUM OLIGOSOL, solution buvable en ampoule ou en récipient unidose;solution buvable ou
63449204;LIVIAL 2,5 mg, comprimé;comprimé
64590841;LIVIAL 2,5 mg, comprimé;comprimé
68810320;LIVIAL 2,5 mg, comprimé;comprimé
69733236;LIVIAL 2,5 mg, comprimé;comprimé
67924890;LIVIAL 2,5 mg, comprimé;comprimé
65852307;LIVOGIVA 20 microgrammesg/80 microlitres, solution injectable en stylo prérempli;solution injectable
69896201;LOBAMINE CYSTEINE, gélule;gélule
60429310;LOBELIA CARDINALIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
66813061;LOBELIA INFLATA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
65745757;LOBELIA INFLATA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
65981622;LOBELIA INFLATA WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; crème et solution et granules et poudre
65476513;LOCALONE, lotion;lotion
61243216;LOCAPRED 0,1 %, crème;crème
62294181;LOCATOP 0,1 %, crème;crème
66895425;LOCERYL 5 %, vernis à ongles médicamenteux;vernis à ongles médicamenteux(se)
65581507;LOCERYLPRO 5 %, vernis à ongles médicamenteux;vernis à ongles médicamenteux(se)
66841235;LOCOID 0,1 %, crème;crème
63947112;LOCOID 0,1 %, émulsion fluide pour application locale;émulsion fluide pour application
67369944;LOCOID, crème épaisse pour application locale;crème épaisse pour application
66423894;LOCOID, lotion;lotion
60676481;LOCOID, pommade;pommade
68645185;LODINE 200 mg, comprimé pelliculé;comprimé pelliculé
68032346;LODINE 300 mg, comprimé pelliculé;comprimé pelliculé
65118181;LODOZ 10 mg/6,25 mg, comprimé pelliculé;comprimé pelliculé
66845664;LODOZ 2,5 mg/6,25 mg, comprimé pelliculé;comprimé pelliculé
67460027;LODOZ 5 mg/6,25 mg, comprimé pelliculé;comprimé pelliculé
69340304;LOGIFLOX 400 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
61950444;LOGIMAX 5 mg/47,5 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée
63824615;LOGIRENE, comprimé sécable;comprimé sécable
62391673;LOGROTON, comprimé pelliculé sécable;comprimé pelliculé sécable
69243759;LOJUXTA 10 mg, gélule;gélule
69565055;LOJUXTA 20 mg, gélule;gélule
69851117;LOJUXTA 5 mg, gélule;gélule
67421348;LOLISTREL 100 microgrammes/20 microgrammes, comprimé enrobé;comprimé enrobé
64099785;LOLISTREL CONTINU 100 microgrammes/20 microgrammes, comprimé enrobé;comprimé enrobé et  comprimé enrobé
63987103;LOMEXIN 2 POUR CENT, crème;crème
69960586;LOMEXIN 600 mg, capsule molle vaginale;capsule molle
64718579;LOMUDAL, solution pour nébulisation;solution pour inhalation par nébuliseur
62161583;LOMUSOL 4 POUR CENT, solution pour pulvérisation nasale;solution pour pulvérisation
61296350;LONICERA CAPRIFOLIUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
67395654;LONOTEN 10 mg, comprimé sécable;comprimé sécable
61983729;LONOTEN 5 mg, comprimé sécable;comprimé sécable
64198267;LONQUEX 6 mg, solution injectable;solution injectable
69681469;LONSURF 15 mg/6,14 mg, comprimé pelliculé;comprimé pelliculé
65185956;LONSURF 20 mg/8,19 mg, comprimé pelliculé;comprimé pelliculé
64034435;LONVECT, comprimé;comprimé
61257269;LOPERAMIDE ALMUS 2 mg, gélule;gélule
61303791;LOPERAMIDE ARROW 2 mg, gélule;gélule
69537045;LOPERAMIDE ARROW CONSEIL 2 mg, gélule;gélule
66221775;LOPERAMIDE ARROW GENERIQUES 2 mg, gélule;gélule
61450026;LOPERAMIDE ARROW LAB 2 mg, gélule;gélule
63029111;LOPERAMIDE BIOGARAN 2 mg, gélule;gélule
61370480;LOPERAMIDE BIOGARAN CONSEIL 2 mg, gélule;gélule
68578473;LOPERAMIDE EG 2 mg, gélule;gélule
69198513;LOPERAMIDE EVOLUGEN 2 mg, gélule;gélule
61710577;LOPERAMIDE LYOC 2 mg, lyophilisat oral;lyophilisat
63088070;LOPERAMIDE PRODILAB 2 mg, gélule;gélule
69119195;LOPERAMIDE SANDOZ 2 mg, gélule;gélule
67504559;LOPERAMIDE SANDOZ CONSEIL 2 mg, gélule;gélule
63663368;LOPERAMIDE SUN 2 mg, gélule;gélule
62179122;LOPERAMIDE TEVA 2 mg, comprimé pelliculé;comprimé pelliculé
66680020;LOPERAMIDE TEVA CONSEIL 2 mg, gélule;gélule
63178870;LOPERAMIDE VIATRIS 2 mg, gélule;gélule
68668013;LOPERAMIDE VIATRIS CONSEIL 2 mg, gélule;gélule
64433231;LOPERAMIDE VIATRIS CONSEIL 2 mg, lyophilisat oral;lyophilisat
65181566;LOPERAMIDE ZENTIVA 2 mg, gélule;gélule
62144356;LOPERAMIDE ZENTIVA CONSEIL 2 mg, gélule;gélule
63276510;LOPERAMIDE ZYDUS 2 mg, gélule;gélule
62821961;LOPERAMIDE ZYDUS FRANCE 2 mg, gélule;gélule
69831794;LOPINAVIR/RITONAVIR MYLAN 100 mg/25 mg, comprimé pelliculé;comprimé pelliculé
61708715;LOPINAVIR/RITONAVIR MYLAN 200 mg/50 mg, comprimé pelliculé;comprimé pelliculé
67211976;LOPRESSOR 100 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
69376930;LOPRESSOR L.P. 200 mg, comprimé sécable à libération prolongée;comprimé sécable à libération prolongée
68356259;LOPRIL 25 mg, comprimé sécable;comprimé sécable
61837197;LOPRIL 50 mg, comprimé sécable;comprimé sécable
69980852;LORAMYC 50 mg, comprimé buccogingival muco-adhésif;comprimé muco-adhésif
67918713;LORATADINE ALMUS 10 mg, comprimé;comprimé
67432693;LORATADINE ARROW 10 mg, comprimé;comprimé
67634570;LORATADINE ARROW CONSEIL 10 mg, comprimé;comprimé
63669741;LORATADINE BIOGARAN 10 mg, comprimé;comprimé
62091544;LORATADINE BIOGARAN CONSEIL 10 mg, comprimé;comprimé
65739672;LORATADINE CRISTERS 10 mg, comprimé;comprimé
67258709;LORATADINE EG 10 mg, comprimé;comprimé
69033038;LORATADINE NEPENTHES 10 mg, comprimé;comprimé
64253639;LORATADINE RANBAXY 10 mg, comprimé;comprimé
65268042;LORATADINE SANDOZ 10 mg, comprimé;comprimé
65768745;LORATADINE SANDOZ CONSEIL 10 mg, comprimé;comprimé
61010258;LORATADINE TEVA 10 mg, comprimé;comprimé
62367569;LORATADINE TEVA CONSEIL 10 mg, comprimé;comprimé
61007493;LORATADINE VIATRIS 10 mg, comprimé pelliculé;comprimé pelliculé
63317213;LORATADINE VIATRIS CONSEIL 10 mg, comprimé;comprimé
68468589;LORATADINE ZENTIVA 10 mg, comprimé;comprimé
62980675;LORATADINE ZF 10 mg, comprimé;comprimé
68637142;LORATADINE ZYDUS 10 mg, comprimé;comprimé
62505828;LORAZEPAM VIATRIS 1 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
63159891;LORAZEPAM VIATRIS 2,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
64821401;LORMETAZEPAM ARROW 1 mg, comprimé sécable;comprimé
60186584;LORMETAZEPAM ARROW 2 mg, comprimé sécable;comprimé
66586838;LORVIQUA 100 mg, comprimé pelliculé;comprimé pelliculé
63776483;LORVIQUA 25 mg, comprimé pelliculé;comprimé pelliculé
64201553;LOSARTAN ACCORD 100 mg, comprimé pelliculé;comprimé pelliculé
68768818;LOSARTAN ACCORD 50 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
69582275;LOSARTAN ARROW 100 mg, comprimé pelliculé;comprimé pelliculé
66317179;LOSARTAN ARROW 50 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
61133378;LOSARTAN ARROW LAB 100 mg, comprimé pelliculé;comprimé pelliculé
67645691;LOSARTAN ARROW LAB 50 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
64011358;LOSARTAN BIOGARAN 100 mg, comprimé pelliculé;comprimé pelliculé
66659784;LOSARTAN BIOGARAN 50 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
63012845;LOSARTAN CRISTERS 100 mg, comprimé pelliculé;comprimé pelliculé
62371553;LOSARTAN CRISTERS 50 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
62786236;LOSARTAN CRISTERS PHARMA 100 mg, comprimé pelliculé;comprimé pelliculé
65029882;LOSARTAN EG 100 mg, comprimé pelliculé;comprimé pelliculé
68656210;LOSARTAN EG 50 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
66042644;LOSARTAN EVOLUGEN 100 mg, comprimé pelliculé;comprimé pelliculé
67675179;LOSARTAN EVOLUGEN 50 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
60142043;LOSARTAN HYDROCHLOROTHIAZIDE RANBAXY 100 mg/25 mg, comprimé pelliculé;comprimé pelliculé
68988369;LOSARTAN HYDROCHLOROTHIAZIDE RANBAXY 50 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé
69337265;LOSARTAN KRKA 100 mg, comprimé pelliculé;comprimé pelliculé
62270675;LOSARTAN KRKA 50 mg, comprimé pelliculé;comprimé pelliculé
67953657;LOSARTAN MYLAN 100 mg, comprimé pelliculé;comprimé pelliculé
65657232;LOSARTAN MYLAN 50 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
65136489;LOSARTAN RANBAXY 100 mg, comprimé pelliculé;comprimé pelliculé
68896312;LOSARTAN RANBAXY 50 mg, comprimé pelliculé;comprimé pelliculé
67881866;LOSARTAN SANDOZ 100 mg, comprimé pelliculé;comprimé pelliculé
68927786;LOSARTAN SANDOZ 50 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
65638748;LOSARTAN TEVA 100 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
63732483;LOSARTAN TEVA 50 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
69560065;LOSARTAN ZENTIVA 100 mg, comprimé pelliculé;comprimé pelliculé
60130906;LOSARTAN ZENTIVA 50 mg, comprimé pelliculé;comprimé pelliculé
64892601;LOSARTAN ZENTIVA LAB 100 mg, comprimé pelliculé;comprimé pelliculé
62744785;LOSARTAN ZENTIVA LAB 50 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
64448518;LOSARTAN ZYDUS 100 mg, comprimé pelliculé;comprimé pelliculé
60443477;LOSARTAN ZYDUS 50 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
60639586;LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB 100 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé
67511468;LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB 100 mg/25 mg, comprimé pelliculé;comprimé pelliculé
62577806;LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB 50 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé
66331314;LOSARTAN/HYDROCHLOROTHIAZIDE BGR 100 mg/25 mg, comprimé pelliculé;comprimé pelliculé
69905668;LOSARTAN/HYDROCHLOROTHIAZIDE BGR 50 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé
63047935;LOSARTAN/HYDROCHLOROTHIAZIDE BIOGARAN 100 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé
61171820;LOSARTAN/HYDROCHLOROTHIAZIDE CRISTERS 100 mg/25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
65042709;LOSARTAN/HYDROCHLOROTHIAZIDE CRISTERS 50 mg/12,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
64648458;LOSARTAN/HYDROCHLOROTHIAZIDE CRISTERS PHARMA 100 mg/25 mg, comprimé pelliculé;comprimé pelliculé
68269128;LOSARTAN/HYDROCHLOROTHIAZIDE CRISTERS PHARMA 50 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé
65085169;LOSARTAN/HYDROCHLOROTHIAZIDE EG 100 mg/25 mg, comprimé pelliculé;comprimé pelliculé
62419546;LOSARTAN/HYDROCHLOROTHIAZIDE EG 100/12,5 mg, comprimé pelliculé;comprimé pelliculé
67292654;LOSARTAN/HYDROCHLOROTHIAZIDE EG 50 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé
63804370;LOSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 100 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé
66564254;LOSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 100 mg/25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
67576284;LOSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 50 mg/12,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
66934084;LOSARTAN/HYDROCHLOROTHIAZIDE KRKA 100 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé
69725606;LOSARTAN/HYDROCHLOROTHIAZIDE KRKA 100 mg/25 mg, comprimé pelliculé;comprimé pelliculé
64705546;LOSARTAN/HYDROCHLOROTHIAZIDE KRKA 50 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé
66578478;LOSARTAN/HYDROCHLOROTHIAZIDE MYLAN 100 mg/25 mg, comprimé pelliculé;comprimé pelliculé
65647786;LOSARTAN/HYDROCHLOROTHIAZIDE MYLAN 50 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé
60922709;LOSARTAN/HYDROCHLOROTHIAZIDE SANDOZ 100 mg/25 mg, comprimé pelliculé;comprimé pelliculé
66396792;LOSARTAN/HYDROCHLOROTHIAZIDE SANDOZ 50 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé
63406060;LOSARTAN/HYDROCHLOROTHIAZIDE TEVA 100 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé
66162063;LOSARTAN/HYDROCHLOROTHIAZIDE TEVA 100 mg/25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
62443426;LOSARTAN/HYDROCHLOROTHIAZIDE TEVA 50 mg/12,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
68640804;LOSARTAN/HYDROCHLOROTHIAZIDE VIATRIS SANTE 100 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé
69035740;LOSARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 100 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé
65627869;LOSARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 100 mg/25 mg, comprimé pelliculé;comprimé pelliculé
68512110;LOSARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 50 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé
62935438;LOSARTAN/HYDROCHLOROTHIAZIDE ZENTIVA LAB 100 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé
63729811;LOSARTAN/HYDROCHLOROTHIAZIDE ZENTIVA LAB 100 mg/25 mg, comprimé pelliculé;comprimé pelliculé
68040834;LOSARTAN/HYDROCHLOROTHIAZIDE ZENTIVA LAB 50 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé
61516533;LOSARTAN/HYDROCHLOROTHIAZIDE ZYDUS 100 mg/25 mg, comprimé pelliculé;comprimé pelliculé
63066736;LOSARTAN/HYDROCHLOROTHIAZIDE ZYDUS 50 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé
69491847;LOVAVULO 20 microgrammes/100 microgrammes, comprimé pelliculé;comprimé pelliculé
67010731;LOVENOX 10 000 UI (100 mg)/1 ml, solution injectable en seringue préremplie;solution injectable
64389824;LOVENOX 12 000 UI (120 mg)/0,8 ml, solution injectable en seringue préremplie;solution injectable
67118995;LOVENOX 15 000 UI (150 mg)/1 ml, solution injectable en seringue préremplie;solution injectable
60755562;LOVENOX 2 000 UI (20 mg)/0,2 ml, solution injectable en seringue préremplie;solution injectable
67753717;LOVENOX 30 000 UI (300 mg)/3 ml, solution injectable;solution injectable
60782303;LOVENOX 4 000 UI (40 mg)/0,4 ml, solution injectable en seringue préremplie;solution injectable
