codeCIS;denomination;libelleFormePharmaceutique
60222137;CALTRATE 600 mg, comprimé pelliculé;comprimé pelliculé
69129638;CALTRATE VITAMINE D3 600 mg/400 UI, comprimé pelliculé;comprimé pelliculé
60253606;CALYPTOL INHALANT, émulsion pour inhalation par fumigation;émulsion pour inhalation par fumigation
61446031;CAMILIA, solution buvable en récipient unidose;solution buvable
68197173;CAMPHORA BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
66386652;CAMPHORA LEHNING, degré de dilution compris entre 4CH à 30CH et 8DH à 60DH; comprimé et solution(s) et granules et poudre et pommade
68578295;CAMPHORA WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;granules et  solution en gouttes en gouttes
62695078;CAMPHRICE DU CANADA 4 POUR CENT, bâton pour application locale;bâton pour application
60120812;CAMPTO 20 mg/mL, solution à diluer pour perfusion (IV);solution à diluer pour perfusion
66907589;CANCIDAS 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
62940702;CANCIDAS 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
63090616;CANDAZOL 300 mg, ovule;ovule
61010703;CANDESARTAN ARROW 16 mg, comprimé sécable;comprimé sécable
68630646;CANDESARTAN ARROW 32 mg, comprimé sécable;comprimé sécable
65776902;CANDESARTAN ARROW 4 mg, comprimé sécable;comprimé sécable
67856578;CANDESARTAN ARROW 8 mg, comprimé sécable;comprimé sécable
66847149;CANDESARTAN ARROW LAB 16 mg, comprimé sécable;comprimé sécable
68642132;CANDESARTAN ARROW LAB 4 mg, comprimé sécable;comprimé sécable
65694106;CANDESARTAN ARROW LAB 8 mg, comprimé sécable;comprimé sécable
65908097;CANDESARTAN BIOGARAN 16 mg, comprimé sécable;comprimé sécable
61501937;CANDESARTAN BIOGARAN 32 mg, comprimé sécable;comprimé sécable
62044434;CANDESARTAN BIOGARAN 4 mg, comprimé sécable;comprimé sécable
67283331;CANDESARTAN BIOGARAN 8 mg, comprimé sécable;comprimé sécable
66775917;CANDESARTAN CRISTERS 16 mg, comprimé sécable;comprimé sécable
67684210;CANDESARTAN CRISTERS 4 mg, comprimé sécable;comprimé sécable
60122628;CANDESARTAN CRISTERS 8 mg, comprimé sécable;comprimé sécable
69233067;CANDESARTAN EG 16 mg, comprimé sécable;comprimé sécable
61858743;CANDESARTAN EG 32 mg, comprimé sécable;comprimé sécable
66298152;CANDESARTAN EG 4 mg, comprimé sécable;comprimé sécable
60670980;CANDESARTAN EG 8 mg, comprimé sécable;comprimé sécable
61511543;CANDESARTAN EVOLUGEN 16 mg, comprimé sécable;comprimé sécable
65285180;CANDESARTAN EVOLUGEN 32 mg, comprimé sécable;comprimé sécable
62929435;CANDESARTAN EVOLUGEN 4 mg, comprimé sécable;comprimé sécable
69594377;CANDESARTAN EVOLUGEN 8 mg, comprimé sécable;comprimé sécable
66329046;CANDESARTAN HCS 16 mg, comprimé;comprimé
66751688;CANDESARTAN HCS 32 mg, comprimé;comprimé
60927706;CANDESARTAN HCS 4 mg, comprimé;comprimé
64358070;CANDESARTAN HCS 8 mg, comprimé;comprimé
68233961;CANDESARTAN MYLAN 16 mg, comprimé sécable;comprimé sécable
64100013;CANDESARTAN MYLAN 4 mg, comprimé sécable;comprimé sécable
66535345;CANDESARTAN MYLAN 8 mg, comprimé sécable;comprimé sécable
62679533;CANDESARTAN SANDOZ 16 mg, comprimé sécable;comprimé sécable
64387008;CANDESARTAN SANDOZ 32 mg, comprimé sécable;comprimé sécable
64941386;CANDESARTAN SANDOZ 4 mg, comprimé sécable;comprimé sécable
66444664;CANDESARTAN SANDOZ 8 mg, comprimé sécable;comprimé sécable
61642119;CANDESARTAN SUN 16 mg, comprimé sécable;comprimé sécable
63470636;CANDESARTAN SUN 8 mg, comprimé sécable;comprimé sécable
67351070;CANDESARTAN TEVA 16 mg, comprimé sécable;comprimé sécable
63511759;CANDESARTAN TEVA 32 mg, comprimé sécable;comprimé sécable
67467872;CANDESARTAN TEVA 4 mg, comprimé sécable;comprimé sécable
63224079;CANDESARTAN TEVA 8 mg, comprimé sécable;comprimé sécable
69962142;CANDESARTAN VIATRIS 16 mg, comprimé sécable;comprimé sécable
68155046;CANDESARTAN VIATRIS 32 mg, comprimé sécable;comprimé sécable
69509672;CANDESARTAN VIATRIS 4 mg, comprimé sécable;comprimé sécable
64107495;CANDESARTAN VIATRIS 8 mg, comprimé sécable;comprimé sécable
60754738;CANDESARTAN ZENTIVA 16 mg, comprimé sécable;comprimé sécable
62184169;CANDESARTAN ZENTIVA 32 mg, comprimé sécable;comprimé sécable
66740581;CANDESARTAN ZENTIVA 4 mg, comprimé sécable;comprimé sécable
61928896;CANDESARTAN ZENTIVA 8 mg, comprimé sécable;comprimé sécable
65851109;CANDESARTAN ZYDUS 16 mg, comprimé sécable;comprimé sécable
68446468;CANDESARTAN ZYDUS 32 mg, comprimé sécable;comprimé sécable
68050650;CANDESARTAN ZYDUS 8 mg, comprimé sécable;comprimé sécable
68396894;CANDESARTAN/HYDROCHLOROTHIAZIDE ARROW 16 mg/12,5 mg, comprimé;comprimé
65576937;CANDESARTAN/HYDROCHLOROTHIAZIDE ARROW 8 mg/12,5 mg, comprimé;comprimé
66787378;CANDESARTAN/HYDROCHLOROTHIAZIDE BIOGARAN 16 mg/12,5 mg, comprimé;comprimé
69309586;CANDESARTAN/HYDROCHLOROTHIAZIDE BIOGARAN 8 mg/12,5 mg, comprimé;comprimé
68504747;CANDESARTAN/HYDROCHLOROTHIAZIDE CRISTERS 16 mg/12,5 mg, comprimé;comprimé
60855281;CANDESARTAN/HYDROCHLOROTHIAZIDE CRISTERS 8 mg/12,5 mg, comprimé;comprimé
66315178;CANDESARTAN/HYDROCHLOROTHIAZIDE EG LABO 16 mg/12,5 mg, comprimé;comprimé
63677631;CANDESARTAN/HYDROCHLOROTHIAZIDE EG LABO 8 mg/12,5 mg, comprimé;comprimé
66194303;CANDESARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 16 mg/12,5 mg, comprimé;comprimé
60981426;CANDESARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 8 mg/12,5 mg, comprimé;comprimé
64456899;CANDESARTAN/HYDROCHLOROTHIAZIDE HCS 16 mg/12,5 mg, comprimé;comprimé
66525995;CANDESARTAN/HYDROCHLOROTHIAZIDE HCS 8 mg/12,5 mg, comprimé;comprimé
66964519;CANDESARTAN/HYDROCHLOROTHIAZIDE MYLAN PHARMA 16 mg/12,5 mg, comprimé;comprimé
60404531;CANDESARTAN/HYDROCHLOROTHIAZIDE MYLAN PHARMA 8 mg/12,5 mg, comprimé;comprimé
60512090;CANDESARTAN/HYDROCHLOROTHIAZIDE SANDOZ 16 mg/12,5 mg, comprimé;comprimé
66617034;CANDESARTAN/HYDROCHLOROTHIAZIDE SANDOZ 8 mg/12,5 mg, comprimé;comprimé
64822802;CANDESARTAN/HYDROCHLOROTHIAZIDE TEVA SANTE 16 mg/12,5 mg, comprimé;comprimé
69519524;CANDESARTAN/HYDROCHLOROTHIAZIDE TEVA SANTE 8 mg/12,5 mg, comprimé;comprimé
67501673;CANDESARTAN/HYDROCHLOROTHIAZIDE VIATRIS 16 mg/12,5 mg, comprimé;comprimé
69346798;CANDESARTAN/HYDROCHLOROTHIAZIDE VIATRIS 8 mg/12,5 mg, comprimé;comprimé
60885214;CANDESARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 16 mg/12,5 mg, comprimé;comprimé
69381219;CANDESARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 8 mg/12,5 mg, comprimé;comprimé
60643976;CANDESARTAN/HYDROCHLOROTHIAZIDE ZYDUS 16 mg/12,5 mg, comprimé;comprimé
61872390;CANDESARTAN/HYDROCHLOROTHIAZIDE ZYDUS 8 mg/12,5 mg, comprimé;comprimé
65614989;CANEPHRON, comprimé pelliculé;comprimé pelliculé
68379514;CANOL, comprimé enrobé;comprimé enrobé
61974317;CANTABILINE 400 mg, comprimé;comprimé
60406856;CANTALENE, comprimé à sucer;comprimé à sucer
62961080;CANTHARIS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
63545398;CANTHARIS LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
64772406;CANTHARIS WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;granules et  solution en gouttes en gouttes
65502762;CAPECITABINE ACCORD 150 mg, comprimé pelliculé;comprimé pelliculé
65970775;CAPECITABINE ACCORD 500 mg, comprimé pelliculé;comprimé pelliculé
63611923;CAPECITABINE ARROW 150 mg, comprimé pelliculé;comprimé pelliculé
61673260;CAPECITABINE ARROW 500 mg, comprimé pelliculé;comprimé pelliculé
65248246;CAPECITABINE BIOGARAN 150 mg, comprimé pelliculé;comprimé pelliculé
61174695;CAPECITABINE BIOGARAN 500 mg, comprimé pelliculé;comprimé pelliculé
61713210;CAPECITABINE CRISTERS 150 mg, comprimé pelliculé;comprimé pelliculé
61631635;CAPECITABINE CRISTERS 500 mg, comprimé pelliculé;comprimé pelliculé
69139187;CAPECITABINE EG 150 mg, comprimé pelliculé;comprimé pelliculé
69475597;CAPECITABINE EG 500 mg, comprimé pelliculé;comprimé pelliculé
65982788;CAPECITABINE MYLAN 150 mg, comprimé pelliculé;comprimé pelliculé
60044987;CAPECITABINE MYLAN 500 mg, comprimé pelliculé;comprimé pelliculé
69087947;CAPECITABINE SANDOZ 150 mg, comprimé pelliculé;comprimé pelliculé
62990833;CAPECITABINE SANDOZ 500 mg, comprimé pelliculé;comprimé pelliculé
66104989;CAPECITABINE TEVA 150 mg, comprimé pelliculé;comprimé pelliculé
62969369;CAPECITABINE TEVA 500 mg, comprimé pelliculé;comprimé pelliculé
69309579;CAPECITABINE ZENTIVA 150 mg, comprimé pelliculé;comprimé pelliculé
64933293;CAPECITABINE ZENTIVA 500 mg, comprimé pelliculé;comprimé pelliculé
65808531;CAPRELSA 100 mg, comprimé pelliculé;comprimé pelliculé
69269825;CAPRELSA 300 mg, comprimé pelliculé;comprimé pelliculé
67252581;CAPSICUM ANNUUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
68546810;CAPSICUM ANNUUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
65228980;CAPSICUM ANNUUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  solution en gouttes en gouttes
60748151;CAPSION, 50-3700 MBq, gélule;gélule
68218639;CAPTEA, comprimé sécable;comprimé sécable
61090375;CAPTOPRIL ARROW 25 mg, comprimé quadrisécable;comprimé quadrisécable
68170799;CAPTOPRIL ARROW 50 mg, comprimé sécable;comprimé sécable
64801263;CAPTOPRIL BIOGARAN 25 mg, comprimé quadrisécable;comprimé quadrisécable
67318234;CAPTOPRIL BIOGARAN 50 mg, comprimé sécable;comprimé sécable
61665915;CAPTOPRIL EG 25 mg, comprimé quadrisécable;comprimé quadrisécable
68080825;CAPTOPRIL EG 50 mg, comprimé quadrisécable;comprimé quadrisécable
60214350;CAPTOPRIL HYDROCHLOROTHIAZIDE ARROW 50 mg/25 mg, comprimé sécable;comprimé sécable
69688360;CAPTOPRIL HYDROCHLOROTHIAZIDE SANDOZ 50 mg/25 mg, comprimé sécable;comprimé sécable
69283419;CAPTOPRIL MYLAN 25 mg, comprimé quadrisécable;comprimé quadrisécable
68762516;CAPTOPRIL MYLAN 50 mg, comprimé sécable;comprimé sécable
68790106;CAPTOPRIL SANDOZ 25 mg, comprimé quadrisécable;comprimé quadrisécable
60108870;CAPTOPRIL SANDOZ 50 mg, comprimé quadrisécable;comprimé quadrisécable
68042657;CAPTOPRIL TEVA 25 mg, comprimé quadrisécable;comprimé quadrisécable
66318480;CAPTOPRIL TEVA 50 mg, comprimé sécable;comprimé sécable
62934083;CAPTOPRIL ZENTIVA 25 mg, comprimé sécable;comprimé sécable
61709621;CAPTOPRIL ZENTIVA 50 mg, comprimé sécable;comprimé sécable
66981696;CAPTOPRIL ZYDUS 25 mg, comprimé quadrisécable;comprimé quadrisécable
61885402;CAPTOPRIL ZYDUS 50 mg, comprimé sécable;comprimé sécable
62526313;CAPTOPRIL/HYDROCHLOROTHIAZIDE BIOGARAN 50 mg/25 mg, comprimé sécable;comprimé sécable
64794025;CAPTOPRIL/HYDROCHLOROTHIAZIDE CRISTERS 50 mg/25 mg, comprimé sécable;comprimé sécable
68078991;CAPTOPRIL/HYDROCHLOROTHIAZIDE EG 50 mg/25 mg, comprimé sécable;comprimé sécable
60989800;CAPTOPRIL/HYDROCHLOROTHIAZIDE TEVA 50 mg/25 mg, comprimé sécable;comprimé sécable
63516425;CAPTOPRIL/HYDROCHLOROTHIAZIDE VIATRIS 50 mg/25 mg, comprimé sécable;comprimé sécable
63625079;CAPTOPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 50 mg/25 mg, comprimé sécable;comprimé sécable
69027277;CARBACTIVE 120 mg, gélule;gélule
65296084;CARBAGLU 200 mg, comprimé dispersible;comprimé dispersible
61547468;CARBAMAZEPINE MYLAN L.P. 200 mg, comprimé sécable à libération prolongée;comprimé sécable à libération prolongée
66857620;CARBAMAZEPINE MYLAN L.P. 400 mg, comprimé sécable à libération prolongée;comprimé sécable à libération prolongée
65476666;CARBAMAZEPINE SANDOZ L.P. 200 mg, comprimé pelliculé sécable à libération prolongée;comprimé pelliculé sécable à libération prolongée
65883338;CARBAMAZEPINE SANDOZ L.P. 400 mg, comprimé pelliculé sécable à libération prolongée;comprimé pelliculé sécable à libération prolongée
68795345;CARBETOCINE AGUETTANT 100 microgrammes/ml, solution injectable en seringue pré-remplie;solution injectable
63038402;CARBO ANIMALIS LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
65190191;CARBO VEGETABILIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
63149146;CARBO VEGETABILIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
65070911;CARBO VEGETABILIS WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  poudre et  solution en gouttes en gouttes
64895394;CARBOCAINE 10 mg/ml, solution injectable;solution injectable
68727180;CARBOCAINE 20 mg/ml, solution injectable;solution injectable
65282490;CARBOCISTEINE ARROW 5 % ADULTES SANS SUCRE, solution buvable édulcorée à la saccharine sodique;solution buvable
65004968;CARBOCISTEINE BIOGARAN 2 % ENFANTS SANS SUCRE, solution buvable édulcorée à la saccharine sodique;solution buvable
63314886;CARBOCISTEINE BIOGARAN CONSEIL 5 POUR CENT SANS SUCRE, solution buvable en flacon édulcorée à la saccharine sodique;solution buvable
68775531;CARBOCISTEINE CLARIX 2 % ENFANTS, sirop;sirop
63690162;CARBOCISTEINE CLARIX 5 % ADULTES, solution buvable édulcorée à la saccharine sodique;solution buvable
63183351;CARBOCISTEINE CLARIX 750 mg/10 ml ADULTES, solution buvable en sachet édulcorée à la saccharine sodique, au sorbitol et au maltitol liquide;solution buvable
66283015;CARBOCISTEINE EG LABO CONSEIL 2 % ENFANTS, sirop;sirop
60951543;CARBOCISTEINE EG LABO CONSEIL 5 % ADULTES SANS SUCRE, solution buvable édulcorée à la saccharine sodique;solution buvable
64077212;CARBOCISTEINE H3 SANTE 2% ENFANTS SANS SUCRE, solution buvable édulcorée à la saccharine sodique;solution buvable
65933549;CARBOCISTEINE SANDOZ CONSEIL 2 % ENFANTS SANS SUCRE, solution buvable édulcorée à la saccharine sodique;solution buvable
65670297;CARBOCISTEINE SANDOZ CONSEIL 2 POUR CENT ENFANTS, sirop;sirop
60226915;CARBOCISTEINE SANDOZ CONSEIL 5 % ADULTES SANS SUCRE, solution buvable édulcorée à la saccharine sodique;solution buvable
60966659;CARBOCISTEINE SANOFI-AVENTIS FRANCE 5 POUR CENT ADULTES SANS SUCRE, solution buvable édulcorée à la saccharine sodique;solution buvable
66781076;CARBOCISTEINE TEVA CONSEIL 2 % ENFANTS SANS SUCRE, solution buvable édulcorée à la saccharine sodique;solution buvable
64597818;CARBOCISTEINE TEVA CONSEIL 2 POUR CENT ENFANTS, sirop;sirop
67424846;CARBOCISTEINE TEVA CONSEIL 5 % ADULTES SANS SUCRE, solution buvable édulcorée à la saccharine sodique;solution buvable
63895548;CARBOCISTEINE TEVA CONSEIL 5 POUR CENT ADULTES, sirop;sirop
64024124;CARBOCISTEINE UPSA 5 % ADULTES SANS SUCRE, solution buvable édulcorée à la saccharine sodique et au maltitol liquide;solution buvable
68123098;CARBOCISTEINE UPSA 750 mg/15 mL ADULTES SANS SUCRE, solution buvable en sachet édulcorée à la saccharine sodique et au maltitol liquide;solution buvable
64671866;CARBOCISTEINE VIATRIS CONSEIL 2 % ENFANTS SANS SUCRE, solution buvable édulcorée au maltitol liquide et au sorbitol;solution buvable
69806289;CARBOCISTEINE VIATRIS CONSEIL 2 % ENFANTS, sirop;sirop
68040364;CARBOCISTEINE VIATRIS CONSEIL 5 % ADULTES SANS SUCRE, solution buvable édulcorée au maltitol liquide et au sorbitol;solution buvable
64863635;CARBOCISTEINE VIATRIS CONSEIL 5 POUR CENT ADULTES, sirop;sirop
64357132;CARBOCISTEINE ZENTIVA CONSEIL 2 % ENFANTS SANS SUCRE, sirop édulcoré à la saccharine sodique et au maltitol liquide;sirop
65899367;CARBOCISTEINE ZENTIVA CONSEIL 5 % ADULTES SANS SUCRE, sirop édulcoré à la saccharine sodique;sirop
61269645;CARBOLEVURE ADULTES, gélule;gélule
62089244;CARBOLICUM ACIDUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
63059229;CARBONEUM SULFURATUM BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
69067841;CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion;solution pour perfusion
60446612;CARBOPLATINE ARROW 10 mg/ml, solution pour perfusion;solution pour perfusion
66150794;CARBOPLATINE HOSPIRA 10 mg/ml, solution injectable pour perfusion;solution injectable pour perfusion
69921291;CARBOPLATINE KABI 10 mg/ml, solution à diluer pour perfusion;solution à diluer pour perfusion
65676955;CARBOPLATINE TEVA 10 mg/ml, solution pour perfusion;solution pour perfusion
69671343;CARBOPLATINE VIATRIS 10 mg/ml, solution pour perfusion;solution pour perfusion
61224739;CARBOSYLANE ENFANT, gélule;gélule et  gélule
67885195;CARBOSYLANE, gélule;gélule et  gélule
67300325;CARBOSYMAG, gélule;gélule et  gélule
63162282;CARDENSIEL 1,25 mg, comprimé pelliculé;comprimé pelliculé
66351548;CARDENSIEL 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
60077574;CARDENSIEL 2,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
68800714;CARDENSIEL 2,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
66279248;CARDENSIEL 3,75 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
61804539;CARDENSIEL 5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
69269647;CARDENSIEL 7,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
68453021;CARDINE BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
62911711;CARDINE WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;granules et  solution en gouttes en gouttes
69860842;CARDIOCALM, comprimé pelliculé;comprimé pelliculé
65155767;CARDIOMIBI 1 mg, trousse pour préparation radiopharmaceutique;trousse pour préparation radiopharmaceutique
67199506;CARDIOXANE 500 mg, poudre pour solution pour perfusion;poudre pour solution pour perfusion
66944057;CARDUUS MARIANUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
63250818;CARDUUS MARIANUS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
68001386;CARDUUS MARIANUS WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  solution en gouttes en gouttes
61447165;CARIBAN 10 mg/10 mg, gélule à libération modifiée;gélule à libération modifiée
68707384;CARICA PAPAYA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
65940166;CARLIN 75 microgrammes/20 microgrammes, comprimé enrobé;comprimé enrobé
69715754;CARLIN 75 microgrammes/30 microgrammes, comprimé enrobé;comprimé enrobé
61438732;CARLYTENE 30 mg, comprimé enrobé;comprimé enrobé
68437608;CARMIN D’INDIGO PROVINGO 40 mg/5 mL, solution injectable;solution injectable
65104751;CARMUSTINE OBVIUS 100 mg, poudre et solvant pour solution à diluer pour perfusion;poudre et  solvant pour solution à diluer pour perfusion
65751500;CARMYNE 40 mg/5 mL, solution injectable;solution injectable
63153582;CAROMINTHE, solution buvable en gouttes;solution buvable en gouttes
68365525;CARTEOL 1 %, collyre en solution;collyre en solution
64341893;CARTEOL 2 %, collyre en solution;collyre en solution
69261892;CARTEOL L.P. 1 %, collyre à libération prolongée;collyre à libération prolongée
66751955;CARTEOL L.P. 1 %, collyre à libération prolongée en récipient unidose;collyre à libération prolongée
63185466;CARTEOL L.P. 2 %, collyre à libération prolongée;collyre à libération prolongée
68530585;CARTEOL L.P. 2 %, collyre à libération prolongée en récipient unidose;collyre à libération prolongée
61068966;CARTIFIT 200 mg/250 mg, gélule;gélule
60989818;CARTILAGE DE CONJUGAISON BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
67227425;CARTILAGO BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
64738158;CARTILAGO WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;granules et  solution en gouttes en gouttes et  crème
66300735;CARTREX 100 mg, comprimé pelliculé;comprimé pelliculé
68802188;CARVECORAL 12,5 mg/5 mg, comprimé pelliculé;comprimé pelliculé
67162792;CARVECORAL 12,5 mg/7,5 mg, comprimé pelliculé;comprimé pelliculé
68375366;CARVECORAL 25 mg/5 mg, comprimé pelliculé;comprimé pelliculé
63302898;CARVECORAL 25 mg/7,5 mg, comprimé pelliculé;comprimé pelliculé
63365158;CARVECORAL 6,25 mg/7,5 mg, comprimé pelliculé;comprimé pelliculé
64688100;CARVECORAL 6,25mg/5mg, comprimé pelliculé;comprimé pelliculé
61639048;CARVEDILOL ARROW 12,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
63608400;CARVEDILOL ARROW 25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
62753777;CARVEDILOL ARROW 6,25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
64109927;CARVEDILOL BIOGARAN 12,5 mg, comprimé sécable;comprimé sécable
64363338;CARVEDILOL BIOGARAN 25 mg, comprimé sécable;comprimé sécable
61045978;CARVEDILOL BIOGARAN 6,25 mg, comprimé sécable;comprimé sécable
64203045;CARVEDILOL EG 12,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
62997144;CARVEDILOL EG 25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
66334926;CARVEDILOL EG 6,25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
69855425;CARVEDILOL TEVA 12,5 mg, comprimé sécable;comprimé sécable
66512407;CARVEDILOL TEVA 25 mg, comprimé sécable;comprimé sécable
68474364;CARVEDILOL TEVA 6,25 mg, comprimé sécable;comprimé sécable
63812043;CARVEDILOL VIATRIS 12,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
60016308;CARVEDILOL VIATRIS 25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
63476315;CARVEDILOL VIATRIS 6,25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
66980320;CARVEDILOL ZENTIVA 12,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
60783533;CARVEDILOL ZENTIVA 25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
65601415;CARVEDILOL ZENTIVA 6,25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
68362116;CASCARA SAGRADA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
65142759;CASCARA SAGRADA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
60700391;CASENLAX 10 g, solution buvable en sachet;solution buvable
67949737;CASODEX 50 mg, comprimé enrobé;comprimé enrobé
68241075;CASPOFUNGINE EG 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
64475764;CASPOFUNGINE EG 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
62517531;CASPOFUNGINE FRESENIUS KABI 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
68718338;CASPOFUNGINE FRESENIUS KABI 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
65358970;CASPOFUNGINE HIKMA 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
64960760;CASPOFUNGINE HIKMA 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
64566502;CASPOFUNGINE LORIEN 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
66400785;CASPOFUNGINE LORIEN 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
69919835;CASPOFUNGINE MYLAN 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
61215042;CASPOFUNGINE MYLAN 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
60140010;CASPOFUNGINE OHRE PHARMA 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
63197689;CASPOFUNGINE OHRE PHARMA 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
62504078;CASPOFUNGINE REDDY PHARMA 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
67982527;CASPOFUNGINE REDDY PHARMA 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
66869238;CASPOFUNGINE SUN 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
67108093;CASPOFUNGINE SUN 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
64263786;CASPOFUNGINE TEVA 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
62613273;CASPOFUNGINE TEVA 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
62080334;CASPOFUNGINE TEVA SANTE 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
69061411;CASPOFUNGINE TEVA SANTE 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
66143084;CASTANEA VESCA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
